studentid,gender,agegroup,continent,background
1032198,F,25,North America,C
1032199,M,35,Europe,D
1032200,M,18,North America,D
1032201,M,25,Unknown,A
1032202,M,18,Asia,C
1032203,M,18,Unknown,B
1032204,M,18,Asia,A
1032205,F,18,Europe,C
1032206,M,18,Asia,D
1032207,M,18,Asia,B
1032208,M,18,Asia,C
1032209,M,35,Africa,A
1032210,M,25,Unknown,C
1032211,F,18,North America,A
1032212,F,45,North America,C
1032213,M,25,Europe,A
1032214,F,25,Europe,C
1032215,M,45,Australia,B
1032216,M,18,North America,D
1032217,M,18,Europe,D
1032218,M,18,Africa,A
1032219,M,25,Unknown,B
1032220,M,35,South America,C
1032221,M,25,Africa,C
1032222,F,25,North America,D
1032223,F,35,Europe,B
1032224,F,55,Unknown,C
1032225,M,25,North America,A
1032226,M,18,Europe,A
1032227,F,25,Europe,B
1032228,M,35,North America,B
1032229,F,25,Asia,B
1032230,M,35,North America,C
1032231,M,25,North America,A
1032232,M,18,Europe,A
1032233,M,18,North America,C
1032234,M,18,Asia,C
1032235,M,25,Europe,D
1032236,M,18,North America,D
1032237,M,25,North America,B
1032238,M,18,Africa,B
1032239,M,25,North America,D
1032240,M,35,North America,D
1032241,M,18,Asia,D
1032242,F,18,Australia,C
1032243,F,35,North America,D
1032244,M,25,North America,C
1032245,M,18,Europe,B
1032246,M,35,Australia,C
1032247,M,25,Africa,C
1032248,M,18,North America,C
1032249,F,18,North America,C
1032250,M,25,South America,A
1032251,M,45,Europe,C
1032252,M,18,North America,A
1032253,M,25,Europe,D
1032254,M,18,South America,D
1032255,F,18,Unknown,C
1032256,F,18,Asia,C
1032257,M,25,Australia,B
1032258,M,35,North America,D
1032259,M,25,South America,B
1032260,M,35,Unknown,A
1032261,M,25,Europe,D
1032262,M,25,Unknown,D
1032263,M,25,Unknown,B
1032264,F,25,Asia,D
1032265,M,25,North America,A
1032266,M,45,Europe,C
1032267,F,18,Asia,D
1032268,M,18,Europe,D
1032269,M,55,Unknown,A
1032270,F,25,North America,D
1032271,M,25,North America,B
1032272,M,25,North America,B
1032273,M,25,Europe,C
1032274,M,18,South America,B
1032275,M,25,Europe,D
1032276,F,35,Europe,A
1032277,M,25,Europe,A
1032278,F,25,Europe,C
1032279,M,25,North America,C
1032280,M,35,Asia,C
1032281,M,35,Unknown,A
1032282,M,45,North America,C
1032283,M,25,Asia,C
1032284,F,25,North America,B
1032285,M,25,Asia,B
1032286,F,25,Unknown,B
1032287,M,25,Asia,A
1032288,M,0,Asia,B
1032289,M,25,North America,C
1032290,M,18,Unknown,D
1032291,M,25,North America,B
1032292,M,25,North America,C
1032293,M,18,Europe,B
1032294,M,35,North America,A
1032295,M,55,Asia,D
1032296,M,25,Asia,D
1032297,M,18,Asia,C
1032298,M,25,Europe,D
1032299,M,25,North America,C
1032300,M,18,North America,A
1032301,M,18,Europe,A
1032302,M,25,Unknown,B
1032303,M,35,North America,C
1032304,M,25,North America,C
1032305,M,25,North America,D
1032306,M,25,North America,D
1032307,M,18,Asia,C
1032308,M,0,North America,A
1032309,M,18,North America,A
1032310,M,18,North America,A
1032311,F,18,Africa,D
1032312,F,18,North America,B
1032313,F,25,South America,C
1032314,M,18,Europe,D
1032315,F,18,North America,A
1032316,F,18,Africa,C
1032317,M,25,Europe,B
1032318,M,25,Europe,A
1032319,M,25,Europe,B
1032320,M,25,North America,C
1032321,M,25,Asia,B
1032322,M,25,Europe,A
1032323,M,25,North America,A
1032324,M,25,Unknown,C
1032325,M,25,Europe,C
1032326,M,35,North America,C
1032327,M,55,North America,C
1032328,M,25,North America,C
1032329,M,0,Unknown,D
1032330,M,35,North America,D
1032331,M,45,North America,D
1032332,M,25,Asia,B
1032333,M,25,Asia,C
1032334,M,18,North America,B
1032335,M,18,North America,B
1032336,M,18,Unknown,C
1032337,F,55,Asia,A
1032338,M,25,Europe,D
1032339,M,25,Unknown,B
1032340,M,25,Unknown,D
1032341,F,25,Europe,C
1032342,M,18,North America,A
1032343,M,18,Europe,A
1032344,M,45,North America,A
1032345,F,18,North America,C
1032346,M,18,North America,B
1032347,M,0,North America,B
1032348,M,25,South America,A
1032349,M,25,Australia,C
1032350,F,25,Europe,D
1032351,F,25,Europe,A
1032352,M,35,North America,C
1032353,M,25,North America,D
1032354,M,25,North America,D
1032355,M,45,Europe,C
1032356,M,25,Australia,B
1032357,F,25,Europe,C
1032358,F,18,North America,A
1032359,M,18,Europe,C
1032360,M,18,North America,C
1032361,M,18,Africa,C
1032362,M,25,North America,A
1032363,M,18,North America,C
1032364,M,18,North America,C
1032365,M,25,North America,C
1032366,M,18,Asia,D
1032367,M,25,Europe,D
1032368,F,25,Asia,C
1032369,M,18,Africa,A
1032370,M,18,North America,C
1032371,M,25,Unknown,D
1032372,F,25,Unknown,B
1032373,M,18,Unknown,B
1032374,M,18,North America,C
1032375,M,25,Asia,D
1032376,M,25,North America,C
1032377,F,25,North America,D
1032378,M,25,Africa,A
1032379,M,18,North America,C
1032380,M,35,North America,C
1032381,M,35,Asia,B
1032382,M,35,Asia,A
1032383,M,25,Unknown,D
1032384,M,18,Africa,C
1032385,F,18,Unknown,B
1032386,M,45,North America,D
1032387,F,18,Europe,D
1032388,M,45,North America,D
1032389,M,18,North America,B
1032390,M,18,North America,A
1032391,M,45,Europe,A
1032392,M,18,Asia,C
1032393,M,25,Asia,C
1032394,M,25,Europe,C
1032395,M,45,North America,A
1032396,F,25,Africa,C
1032397,F,18,Europe,D
1032398,M,35,Asia,C
1032399,M,25,North America,D
1032400,M,35,Europe,B
1032401,M,45,North America,C
1032402,F,18,North America,C
1032403,M,25,Europe,D
1032404,M,25,North America,C
1032405,F,18,Unknown,C
1032406,M,25,Asia,D
1032407,M,25,Europe,C
1032408,M,35,Africa,D
1032409,M,18,Europe,C
1032410,M,18,North America,C
1032411,M,25,South America,B
1032412,M,25,Asia,C
1032413,M,35,North America,B
1032414,F,45,North America,D
1032415,F,25,North America,C
1032416,M,18,North America,D
1032417,M,18,Europe,D
1032418,M,18,Asia,D
1032419,M,25,North America,D
1032420,M,25,North America,A
1032421,M,35,North America,D
1032422,M,25,North America,C
1032423,M,25,Asia,B
1032424,M,18,Asia,C
1032425,F,18,North America,C
1032426,M,25,North America,B
1032427,M,25,Unknown,B
1032428,M,18,Africa,A
1032429,M,25,North America,B
1032430,M,25,Unknown,A
1032431,M,18,Unknown,D
1032432,M,25,Europe,D
1032433,M,18,Unknown,D
1032434,F,25,Unknown,C
1032435,M,25,Asia,A
1032436,F,35,Unknown,A
1032437,F,25,North America,C
1032438,M,18,Europe,D
1032439,M,25,South America,B
1032440,M,35,Unknown,A
1032441,M,25,Unknown,C
1032442,F,25,Europe,C
1032443,F,35,North America,A
1032444,M,18,Asia,B
1032445,M,35,South America,D
1032446,M,25,North America,D
1032447,M,25,Unknown,A
1032448,M,0,Europe,A
1032449,M,55,Asia,B
1032450,M,18,Europe,A
1032451,M,18,North America,B
1032452,F,55,Africa,D
1032453,M,25,Asia,B
1032454,M,45,Asia,C
1032455,M,25,Europe,D
1032456,M,18,Europe,D
1032457,M,25,North America,D
1032458,M,18,Europe,D
1032459,M,25,North America,B
1032460,M,25,South America,D
1032461,M,18,Europe,C
1032462,M,25,Unknown,C
1032463,M,25,North America,D
1032464,M,18,North America,C
1032465,F,35,North America,A
1032466,F,45,Europe,C
1032467,F,25,Unknown,C
1032468,M,25,South America,D
1032469,M,18,South America,C
1032470,M,18,Unknown,B
1032471,M,45,Unknown,D
1032472,M,25,Africa,A
1032473,M,18,North America,D
1032474,M,18,North America,C
1032475,M,25,Asia,D
1032476,M,25,North America,A
1032477,M,25,North America,C
1032478,M,25,Europe,A
1032479,M,25,North America,A
1032480,M,25,North America,A
1032481,M,35,Africa,A
1032482,M,25,North America,C
1032483,M,25,Europe,D
1032484,F,35,Europe,D
1032485,M,25,Africa,A
1032486,F,25,North America,B
1032487,M,25,Europe,A
1032488,M,25,Europe,A
1032489,M,35,Africa,C
1032490,M,45,North America,D
1032491,M,18,Africa,C
1032492,F,18,Africa,B
1032493,F,25,North America,C
1032494,M,25,North America,C
1032495,M,25,Europe,D
1032496,M,18,Asia,C
1032497,M,35,North America,B
1032498,M,18,Asia,B
1032499,M,25,North America,B
1032500,M,35,Unknown,C
1032501,M,18,North America,D
1032502,F,25,Unknown,A
1032503,M,25,Unknown,C
1032504,M,25,Europe,A
1032505,M,25,Europe,C
1032506,M,18,Asia,A
1032507,M,18,Asia,D
1032508,M,18,Europe,D
1032509,M,18,Europe,B
1032510,M,25,Asia,A
1032511,M,25,Europe,D
1032512,F,35,North America,D
1032513,M,18,Europe,C
1032514,M,55,Europe,D
1032515,M,25,North America,A
1032516,M,25,North America,C
1032517,M,18,North America,B
1032518,M,18,North America,D
1032519,M,18,North America,C
1032520,F,25,Europe,B
1032521,M,18,Africa,C
1032522,M,18,Europe,C
1032523,M,18,North America,A
1032524,F,18,Africa,D
1032525,M,18,North America,C
1032526,M,18,Unknown,B
1032527,F,25,North America,D
1032528,M,25,Europe,D
1032529,M,18,North America,D
1032530,M,55,North America,B
1032531,M,25,North America,C
1032532,M,18,North America,C
1032533,M,25,Asia,C
1032534,M,25,Unknown,C
1032535,F,25,North America,A
1032536,M,18,Europe,B
1032537,F,18,Europe,B
1032538,M,25,Australia,C
1032539,M,55,Asia,B
1032540,M,25,North America,B
1032541,M,25,Asia,A
1032542,M,25,Asia,A
1032543,F,35,Africa,D
1032544,M,18,North America,C
1032545,M,18,North America,B
1032546,M,18,Asia,C
1032547,M,18,Unknown,C
1032548,F,18,North America,C
1032549,M,25,Europe,C
1032550,M,18,Europe,A
1032551,M,25,Europe,D
1032552,M,25,Europe,A
1032553,M,25,North America,C
1032554,M,25,Unknown,A
1032555,M,25,North America,C
1032556,M,18,Europe,D
1032557,M,65,Africa,D
1032558,M,35,North America,D
1032559,M,18,North America,C
1032560,M,45,South America,C
1032561,M,35,Europe,B
1032562,F,25,Europe,C
1032563,M,35,Europe,C
1032564,M,25,North America,A
1032565,M,18,North America,D
1032566,M,18,North America,D
1032567,M,18,Asia,C
1032568,M,35,Europe,C
1032569,M,18,Europe,C
1032570,M,25,Africa,B
1032571,M,45,Unknown,D
1032572,M,18,Europe,A
1032573,F,0,Europe,C
1032574,M,25,Europe,A
1032575,M,55,Europe,C
1032576,M,25,Asia,D
1032577,M,25,North America,A
1032578,M,18,Europe,A
1032579,M,25,Europe,C
1032580,M,18,North America,C
1032581,M,25,Africa,B
1032582,M,25,Europe,D
1032583,F,45,Europe,C
1032584,F,18,Europe,B
1032585,M,25,Unknown,A
1032586,M,18,Unknown,B
1032587,M,35,Unknown,C
1032588,F,35,Europe,C
1032589,M,35,Unknown,B
1032590,M,25,Unknown,C
1032591,M,55,Europe,C
1032592,M,25,Africa,D
1032593,M,18,North America,B
1032594,M,18,North America,C
1032595,M,25,Unknown,C
1032596,M,0,North America,B
1032597,M,25,Unknown,A
1032598,M,25,Unknown,A
1032599,M,18,North America,D
1032600,M,18,Europe,B
1032601,M,25,North America,B
1032602,F,18,South America,D
1032603,M,18,North America,D
1032604,M,25,North America,A
1032605,M,25,North America,B
1032606,F,55,Africa,B
1032607,M,18,Unknown,B
1032608,M,25,North America,B
1032609,F,45,Europe,B
1032610,F,25,Asia,A
1032611,M,25,Asia,A
1032612,M,35,Europe,A
1032613,M,18,North America,C
1032614,M,18,North America,A
1032615,M,35,North America,D
1032616,M,55,Europe,A
1032617,M,25,Asia,C
1032618,M,18,North America,C
1032619,M,18,South America,C
1032620,M,35,North America,C
1032621,F,25,Europe,C
1032622,M,35,South America,C
1032623,M,18,Africa,D
1032624,M,18,Europe,C
1032625,M,25,North America,B
1032626,M,18,Europe,D
1032627,M,25,Unknown,D
1032628,F,25,Europe,A
1032629,M,25,North America,C
1032630,M,45,North America,B
1032631,F,45,Asia,D
1032632,M,25,Asia,B
1032633,M,45,North America,B
1032634,M,18,South America,B
1032635,M,35,North America,C
1032636,M,18,Unknown,A
1032637,F,25,Europe,C
1032638,M,25,North America,D
1032639,F,25,Europe,D
1032640,M,25,North America,C
1032641,F,65,Unknown,A
1032642,M,35,North America,D
1032643,M,35,North America,A
1032644,F,25,Asia,A
1032645,M,18,Europe,C
1032646,M,25,North America,C
1032647,M,25,South America,A
1032648,M,35,Europe,B
1032649,M,25,Europe,B
1032650,M,35,Unknown,A
1032651,M,45,Europe,A
1032652,F,25,North America,B
1032653,M,18,South America,A
1032654,M,18,Australia,C
1032655,M,25,Asia,B
1032656,M,25,North America,C
1032657,M,25,North America,A
1032658,M,25,Unknown,A
1032659,M,25,North America,D
1032660,M,25,Unknown,A
1032661,M,0,Unknown,C
1032662,M,18,North America,C
1032663,F,0,North America,D
1032664,M,0,North America,C
1032665,M,18,Asia,A
1032666,M,18,Unknown,C
1032667,M,25,Asia,D
1032668,M,35,Europe,A
1032669,M,25,South America,C
1032670,F,18,Europe,C
1032671,M,0,North America,B
1032672,F,25,Europe,D
1032673,F,0,Unknown,C
1032674,M,18,Europe,D
1032675,M,18,Europe,D
1032676,M,18,Asia,D
1032677,M,35,Europe,A
1032678,M,18,Europe,D
1032679,M,0,North America,D
1032680,M,25,Asia,C
1032681,M,18,Europe,C
1032682,M,35,Asia,D
1032683,F,35,Asia,A
1032684,M,25,North America,C
1032685,F,18,North America,C
1032686,M,25,North America,A
1032687,M,25,Europe,B
1032688,M,25,Unknown,C
1032689,M,18,Australia,B
1032690,M,25,Europe,A
1032691,M,18,North America,B
1032692,F,25,North America,C
1032693,M,25,Unknown,C
1032694,F,45,North America,D
1032695,F,25,Europe,B
1032696,M,35,Unknown,C
1032697,M,18,North America,B
1032698,M,25,Unknown,B
1032699,M,25,North America,D
1032700,M,25,North America,D
1032701,M,18,North America,D
1032702,M,18,Asia,A
1032703,M,25,Unknown,B
1032704,M,25,Africa,B
1032705,M,18,North America,A
1032706,M,35,North America,C
1032707,M,18,Asia,A
1032708,M,45,South America,A
1032709,M,45,Asia,B
1032710,F,18,Unknown,A
1032711,M,18,Europe,C
1032712,M,25,South America,B
1032713,F,25,Unknown,C
1032714,M,18,North America,D
1032715,M,25,Europe,A
1032716,M,25,Europe,A
1032717,M,18,North America,C
1032718,M,25,Europe,C
1032719,M,35,North America,C
1032720,F,18,Europe,C
1032721,M,25,North America,A
1032722,M,18,North America,C
1032723,M,35,Europe,C
1032724,M,35,Europe,A
1032725,M,18,Europe,C
1032726,M,35,Europe,C
1032727,M,18,North America,B
1032728,F,18,Unknown,C
1032729,F,25,North America,A
1032730,M,25,North America,B
1032731,F,25,North America,C
1032732,M,18,Asia,D
1032733,F,18,Europe,B
1032734,F,25,South America,B
1032735,M,25,North America,B
1032736,M,25,North America,C
1032737,M,18,Europe,D
1032738,M,35,Europe,D
1032739,M,25,South America,C
1032740,M,55,Africa,A
1032741,M,35,North America,C
1032742,M,18,North America,C
1032743,M,25,Europe,D
1032744,M,18,North America,D
1032745,M,25,South America,D
1032746,M,55,Asia,D
1032747,M,18,South America,A
1032748,M,0,Europe,D
1032749,M,25,Europe,C
1032750,M,0,Asia,A
1032751,F,0,Asia,C
1032752,F,18,South America,C
1032753,M,18,North America,A
1032754,F,18,North America,A
1032755,F,45,Unknown,D
1032756,M,25,Europe,C
1032757,M,25,North America,B
1032758,M,18,Asia,A
1032759,M,35,Asia,B
1032760,F,25,North America,A
1032761,M,18,Africa,B
1032762,M,18,Unknown,D
1032763,F,18,Asia,B
1032764,M,25,North America,B
1032765,M,25,Europe,D
1032766,F,45,North America,C
1032767,M,25,South America,B
1032768,M,18,Asia,B
1032769,M,25,North America,C
1032770,M,18,North America,A
1032771,F,25,North America,C
1032772,M,65,Europe,C
1032773,M,35,South America,C
1032774,M,35,Africa,A
1032775,M,25,Asia,A
1032776,M,25,Europe,C
1032777,F,25,South America,B
1032778,M,25,North America,C
1032779,M,45,North America,B
1032780,M,18,North America,C
1032781,M,65,Unknown,D
1032782,M,18,Unknown,D
1032783,M,25,North America,D
1032784,F,25,North America,A
1032785,M,35,North America,B
1032786,F,35,North America,B
1032787,M,35,Europe,B
1032788,M,18,South America,C
1032789,M,25,North America,C
1032790,M,0,North America,C
1032791,M,18,Europe,C
1032792,M,18,North America,D
1032793,M,18,Europe,D
1032794,M,25,Europe,D
1032795,M,25,Unknown,A
1032796,M,25,Europe,A
1032797,F,25,North America,C
1032798,M,18,North America,A
1032799,F,25,Europe,A
1032800,F,35,Unknown,A
1032801,F,35,Europe,C
1032802,M,25,North America,C
1032803,M,25,North America,C
1032804,M,18,North America,C
1032805,M,18,Africa,D
1032806,F,25,Africa,B
1032807,M,25,Unknown,B
1032808,M,18,Europe,C
1032809,M,35,Unknown,A
1032810,M,25,North America,C
1032811,M,25,Africa,B
1032812,F,35,North America,D
1032813,M,18,North America,B
1032814,M,25,North America,C
1032815,F,25,North America,B
1032816,M,18,Australia,B
1032817,M,18,Africa,A
1032818,F,18,Africa,D
1032819,M,35,South America,B
1032820,M,25,Africa,B
1032821,M,55,North America,B
1032822,F,45,North America,D
1032823,M,0,Europe,D
1032824,M,55,Europe,C
1032825,F,18,Europe,C
1032826,M,25,Europe,C
1032827,M,18,Europe,C
1032828,F,65,North America,C
1032829,M,25,Europe,A
1032830,M,18,North America,A
1032831,F,18,Europe,A
1032832,M,35,Unknown,A
1032833,F,18,Europe,A
1032834,F,18,Asia,D
1032835,M,25,North America,C
1032836,M,18,North America,C
1032837,M,25,Europe,D
1032838,M,55,Unknown,D
1032839,M,35,North America,C
1032840,M,18,North America,A
1032841,M,35,North America,C
1032842,M,55,Asia,A
1032843,M,25,Africa,C
1032844,M,25,Europe,C
1032845,M,25,North America,D
1032846,F,18,Europe,C
1032847,M,18,North America,C
1032848,M,18,Unknown,C
1032849,M,25,Asia,C
1032850,M,25,Asia,A
1032851,F,35,Asia,B
1032852,M,25,North America,A
1032853,M,25,Unknown,D
1032854,M,18,Australia,C
1032855,M,65,Europe,A
1032856,F,45,Europe,B
1032857,F,25,North America,A
1032858,M,25,North America,B
1032859,M,35,Africa,C
1032860,M,35,North America,C
1032861,F,18,Asia,D
1032862,M,18,North America,D
1032863,M,0,North America,A
1032864,M,0,Unknown,C
1032865,M,18,Europe,C
1032866,M,25,North America,B
1032867,M,18,Asia,C
1032868,M,18,Africa,D
1032869,M,35,Asia,C
1032870,M,18,Asia,B
1032871,M,45,North America,C
1032872,M,0,North America,D
1032873,M,25,Europe,B
1032874,M,18,North America,C
1032875,M,35,North America,C
1032876,M,55,Europe,B
1032877,M,35,North America,C
1032878,M,55,North America,C
1032879,F,18,North America,C
1032880,M,25,Europe,D
1032881,M,25,Europe,C
1032882,M,25,North America,C
1032883,M,35,North America,C
1032884,F,18,North America,B
1032885,M,35,North America,D
1032886,M,25,North America,D
1032887,F,25,Europe,A
1032888,M,25,North America,A
1032889,M,0,Europe,D
1032890,M,18,Europe,C
1032891,M,45,North America,C
1032892,M,25,Unknown,A
1032893,M,25,Asia,A
1032894,M,18,North America,B
1032895,M,35,South America,B
1032896,M,18,North America,B
1032897,M,25,Europe,A
1032898,M,35,North America,A
1032899,F,35,North America,C
1032900,F,25,Unknown,B
1032901,M,25,Europe,D
1032902,M,35,North America,D
1032903,F,18,North America,A
1032904,M,25,North America,D
1032905,M,25,Europe,B
1032906,M,35,Europe,A
1032907,M,18,North America,D
1032908,M,18,North America,A
1032909,M,35,Europe,C
1032910,M,45,North America,D
1032911,M,25,Europe,D
1032912,M,18,Africa,C
1032913,M,18,South America,A
1032914,M,18,Unknown,A
1032915,M,18,Europe,D
1032916,M,25,Europe,D
1032917,F,35,Africa,B
1032918,M,25,Unknown,D
1032919,M,18,Europe,C
1032920,M,25,North America,D
1032921,M,35,North America,A
1032922,M,55,North America,B
1032923,M,45,North America,C
1032924,M,35,North America,D
1032925,M,25,Unknown,A
1032926,M,45,Unknown,A
1032927,F,18,Asia,C
1032928,M,45,North America,D
1032929,F,18,North America,B
1032930,F,0,North America,B
1032931,M,55,Asia,B
1032932,M,45,Asia,B
1032933,M,25,North America,D
1032934,M,35,Europe,D
1032935,M,65,North America,D
1032936,M,35,Africa,C
1032937,F,18,Africa,D
1032938,M,18,Asia,A
1032939,F,18,North America,D
1032940,F,25,North America,D
1032941,M,45,North America,C
1032942,F,25,Europe,A
1032943,M,25,Asia,C
1032944,F,18,Asia,C
1032945,M,18,Unknown,C
1032946,M,0,Unknown,C
1032947,M,35,Europe,A
1032948,M,25,North America,A
1032949,M,25,Europe,C
1032950,F,25,North America,A
1032951,F,18,Europe,C
1032952,M,18,Europe,D
1032953,M,25,Europe,D
1032954,F,25,North America,A
1032955,M,25,North America,A
1032956,M,25,Asia,D
1032957,M,18,Asia,B
1032958,M,25,North America,A
1032959,M,25,Unknown,B
1032960,M,25,Unknown,C
1032961,M,25,South America,D
1032962,M,25,North America,A
1032963,F,25,North America,B
1032964,M,18,Africa,D
1032965,M,25,North America,C
1032966,M,35,North America,B
1032967,M,25,North America,B
1032968,F,18,Unknown,D
1032969,M,25,Africa,C
1032970,M,45,Europe,D
1032971,M,25,Europe,B
1032972,M,25,Africa,D
1032973,M,18,North America,D
1032974,M,18,Europe,B
1032975,M,18,Asia,A
1032976,M,0,Asia,C
1032977,M,18,North America,D
1032978,M,25,Asia,A
1032979,M,25,Unknown,A
1032980,F,18,North America,B
1032981,M,35,North America,C
1032982,M,35,Europe,C
1032983,M,25,North America,C
1032984,M,25,Australia,A
1032985,M,18,North America,C
1032986,M,45,North America,C
1032987,F,25,Asia,C
1032988,M,25,Europe,B
1032989,M,45,North America,C
1032990,M,35,Asia,C
1032991,M,25,Europe,D
1032992,M,18,North America,C
1032993,M,25,North America,C
1032994,F,25,North America,D
1032995,M,55,South America,C
1032996,F,25,Asia,D
1032997,M,35,Asia,C
1032998,F,25,North America,A
1032999,M,25,Europe,C
1033000,M,25,Asia,C
1033001,F,25,Unknown,A
1033002,M,25,Europe,C
1033003,M,25,North America,C
1033004,M,25,Unknown,D
1033005,M,55,North America,B
1033006,M,18,Unknown,C
1033007,M,18,North America,C
1033008,M,18,Europe,B
1033009,M,25,South America,B
1033010,M,0,North America,C
1033011,M,25,Europe,B
1033012,M,18,Europe,A
1033013,M,18,Europe,C
1033014,M,35,North America,B
1033015,M,55,Europe,C
1033016,M,18,North America,D
1033017,F,25,Asia,A
1033018,M,18,Australia,C
1033019,M,25,South America,A
1033020,M,25,North America,A
1033021,M,25,North America,B
1033022,F,25,Europe,B
1033023,M,18,Unknown,C
1033024,M,35,North America,A
1033025,M,0,Unknown,A
1033026,M,45,North America,C
1033027,M,35,Unknown,C
1033028,F,25,Asia,D
1033029,F,35,Europe,A
1033030,M,25,North America,B
1033031,F,25,North America,A
1033032,M,18,Asia,A
1033033,F,18,Unknown,B
1033034,M,18,Unknown,C
1033035,M,25,Europe,B
1033036,F,25,North America,D
1033037,F,45,North America,B
1033038,M,18,South America,C
1033039,M,25,Unknown,C
1033040,M,18,North America,B
1033041,F,25,Unknown,C
1033042,M,25,Asia,C
1033043,M,18,North America,C
1033044,M,35,Europe,A
1033045,F,35,Europe,A
1033046,M,25,North America,A
1033047,M,18,North America,D
1033048,F,25,North America,C
1033049,M,25,Unknown,A
1033050,M,45,Africa,A
1033051,M,18,Europe,C
1033052,F,18,Unknown,D
1033053,M,25,Europe,C
1033054,F,18,Europe,C
1033055,F,25,Asia,C
1033056,M,0,Asia,A
1033057,M,25,North America,C
1033058,M,18,Asia,A
1033059,M,55,Europe,D
1033060,M,18,North America,D
1033061,M,25,Asia,D
1033062,M,18,North America,B
1033063,M,18,Europe,C
1033064,M,35,Unknown,C
1033065,M,35,North America,A
1033066,M,25,Africa,B
1033067,M,18,North America,C
1033068,M,18,Asia,C
1033069,F,0,Unknown,C
1033070,M,25,Unknown,B
1033071,M,0,North America,C
1033072,M,25,Unknown,C
1033073,M,25,Unknown,C
1033074,F,25,North America,C
1033075,M,18,Unknown,C
1033076,M,25,South America,A
1033077,M,25,Unknown,D
1033078,M,25,North America,D
1033079,M,25,North America,B
1033080,F,45,Unknown,C
1033081,F,18,North America,C
1033082,M,25,Unknown,C
1033083,M,25,North America,A
1033084,M,25,North America,A
1033085,M,45,Asia,A
1033086,F,25,Africa,D
1033087,M,18,Unknown,D
1033088,M,25,Australia,D
1033089,M,18,Asia,A
1033090,F,25,Asia,B
1033091,M,25,Asia,C
1033092,F,18,Asia,B
1033093,F,25,Unknown,C
1033094,M,18,Europe,D
1033095,F,25,North America,C
1033096,M,35,North America,A
1033097,M,25,North America,A
1033098,M,25,North America,A
1033099,M,18,Europe,B
1033100,M,18,Unknown,B
1033101,M,25,Asia,A
1033102,M,18,Asia,A
1033103,M,18,Europe,A
1033104,M,55,Africa,B
1033105,M,25,Asia,B
1033106,M,35,North America,A
1033107,F,18,Unknown,B
1033108,M,25,Unknown,D
1033109,M,35,Europe,B
1033110,M,18,Africa,B
1033111,M,25,Europe,B
1033112,M,18,North America,C
1033113,M,25,North America,B
1033114,F,25,North America,B
1033115,M,25,Asia,D
1033116,M,25,Africa,B
1033117,M,35,Europe,C
1033118,F,25,North America,B
1033119,M,35,Europe,D
1033120,M,25,Asia,A
1033121,M,25,Europe,A
1033122,M,25,Africa,D
1033123,M,18,North America,C
1033124,F,18,South America,B
1033125,M,35,Unknown,A
1033126,M,18,Europe,D
1033127,M,45,South America,A
1033128,M,18,North America,D
1033129,M,25,North America,B
1033130,M,55,North America,C
1033131,F,35,Unknown,C
1033132,M,25,North America,C
1033133,M,35,Unknown,A
1033134,M,18,North America,A
1033135,M,35,North America,A
1033136,M,18,Africa,B
1033137,F,25,North America,C
1033138,M,18,Unknown,A
1033139,M,35,North America,D
1033140,M,55,Africa,A
1033141,M,18,Asia,B
1033142,M,18,Unknown,D
1033143,M,18,South America,C
1033144,F,35,Europe,A
1033145,M,25,Asia,A
1033146,M,35,Africa,D
1033147,M,25,Europe,B
1033148,M,18,Asia,B
1033149,M,18,North America,A
1033150,M,45,North America,B
1033151,F,25,North America,D
1033152,M,18,Europe,B
1033153,M,35,Africa,B
1033154,F,55,Europe,C
1033155,M,25,Africa,A
1033156,M,18,South America,D
1033157,M,25,Africa,A
1033158,M,35,Unknown,D
1033159,M,25,Europe,C
1033160,M,25,Europe,A
1033161,M,18,North America,C
1033162,F,18,Europe,B
1033163,M,45,Europe,A
1033164,M,18,Asia,B
1033165,M,35,North America,B
1033166,M,55,Europe,B
1033167,M,35,Asia,D
1033168,M,25,Unknown,B
1033169,M,25,Europe,B
1033170,M,18,North America,B
1033171,M,0,North America,D
1033172,M,25,North America,A
1033173,M,0,North America,D
1033174,M,25,Unknown,C
1033175,M,25,North America,A
1033176,M,65,Europe,D
1033177,M,25,North America,B
1033178,M,25,North America,D
1033179,F,0,South America,B
1033180,M,18,Asia,C
1033181,M,18,North America,B
1033182,F,25,North America,C
1033183,M,45,North America,B
1033184,M,25,Europe,C
1033185,M,45,North America,B
1033186,M,25,North America,A
1033187,M,18,Asia,C
1033188,M,25,North America,D
1033189,F,25,North America,C
1033190,M,18,Europe,C
1033191,M,18,North America,B
1033192,M,45,North America,D
1033193,F,18,North America,D
1033194,M,18,Europe,C
1033195,M,25,Europe,C
1033196,M,18,Unknown,C
1033197,M,18,North America,B
1033198,M,25,North America,C
1033199,M,25,Asia,C
1033200,F,18,North America,A
1033201,M,18,Unknown,D
1033202,M,25,Europe,B
1033203,M,25,Europe,A
1033204,M,25,Unknown,B
1033205,M,35,North America,B
1033206,M,65,Australia,A
1033207,M,25,North America,B
1033208,M,25,Europe,C
1033209,M,25,Unknown,D
1033210,M,18,North America,D
1033211,F,18,Unknown,A
1033212,M,25,South America,A
1033213,M,25,Europe,C
1033214,M,45,Africa,A
1033215,M,25,Asia,C
1033216,M,35,Africa,C
1033217,M,25,North America,B
