ROW,HW,STUDENTID,TIMESTAMP,SUBMISSION,SCORE
0,5,0,0,1,87
1,6,0,0,1,5
2,11,0,0,1,0
3,13,0,0,1,0
4,15,0,0,1,0
5,17,0,0,1,0
6,5,1,0,1,98
7,6,1,0,1,91
8,11,1,0,1,41
9,13,1,0,1,6
10,15,1,0,1,1
11,17,1,0,1,1
12,5,2,0,1,94
13,6,2,0,1,91
14,11,2,0,1,81
15,13,2,0,1,90
16,15,2,0,1,45
17,17,2,0,1,56
18,5,3,0,1,105
19,6,3,0,1,101
20,11,3,0,1,97
21,13,3,0,1,102
22,15,3,0,1,98
23,17,3,0,1,99
