ROW,HW,STUDENTID,TIMESTAMP,SUBMISSION,SCORE
92,11,1040180,0,1,0
93,13,1040180,0,1,0
94,15,1040180,0,1,0
95,17,1040180,0,1,0
96,5,1040181,1381787892,1,100
97,6,1040181,1382480607,1,100
98,11,1040181,1382830333,1,100
99,13,1040181,1384213543,1,77
100,15,1040181,1384819000,1,58
101,17,1040181,1385417055,1,100
102,5,1040182,1381263141,1,104
103,6,1040182,1382383143,1,97
104,11,1040182,1382733964,1,79
105,13,1040182,1383855625,1,88
106,15,1040182,1384720642,1,43
107,17,1040182,1385332326,1,100
108,5,1040183,1381429481,1,103.38
109,6,1040183,1382345759,1,99.58
110,11,1040183,1382985222,1,85
111,13,1040183,1384129057,1,87.5
112,15,1040183,1384809994,1,45
113,17,1040183,1385419525,1,0
114,5,1040184,1381860116,1,102
115,6,1040184,1382292562,1,100
116,11,1040184,0,1,0
117,13,1040184,1384160067,1,105
118,15,1040184,0,1,0
119,17,1040184,0,1,0
120,5,1040185,1381849908,1,100
121,6,1040185,0,1,0
122,11,1040185,0,1,0
123,13,1040185,0,1,0
124,15,1040185,0,1,0
125,17,1040185,0,1,0
126,5,1040186,1381955734,1,100
127,6,1040186,0,1,0
128,11,1040186,0,1,0
129,13,1040186,0,1,0
130,15,1040186,0,1,0
131,17,1040186,0,1,0
132,5,1040187,1381593674,1,100
133,6,1040187,1382285788,1,100
134,11,1040187,1383115405,1,41
135,13,1040187,0,1,0
136,15,1040187,0,1,0
137,17,1040187,0,1,0
138,5,1040188,1381636267,1,104
139,6,1040188,1382354055,1,102
140,11,1040188,1382797478,1,105
141,13,1040188,1384136618,1,100
142,15,1040188,1384178902,1,100
143,17,1040188,1385219755,1,100
144,5,1040189,1382286677,1,0
145,6,1040189,0,1,0
146,11,1040189,0,1,0
147,13,1040189,0,1,0
148,15,1040189,0,1,0
149,17,1040189,0,1,0
150,5,1040190,1381472948,1,102
151,6,1040190,1382379890,1,82
152,11,1040190,1382990096,1,72.67
153,13,1040190,1384199315,1,65
154,15,1040190,1384804981,1,29
155,17,1040190,1385409465,1,86.75
156,5,1040191,1381018058,1,104
157,6,1040191,1381542426,1,103.88
158,11,1040191,1382160823,1,104.29
159,13,1040191,1383510396,1,105
160,15,1040191,1383948508,1,105
161,17,1040191,1384657680,1,100
162,5,1040192,1381893225,1,104
163,6,1040192,1382337907,1,97
164,11,1040192,1383109447,1,56
165,13,1040192,0,1,0
166,15,1040192,0,1,0
167,17,1040192,0,1,0
168,5,1040193,1381620804,1,104
169,6,1040193,0,1,0
170,11,1040193,0,1,0
171,13,1040193,0,1,0
172,15,1040193,0,1,0
173,17,1040193,0,1,0
174,5,1040194,1381791102,1,100
175,6,1040194,0,1,0
176,11,1040194,0,1,0
177,13,1040194,0,1,0
178,15,1040194,0,1,0
179,17,1040194,0,1,0
180,5,1040195,1381575797,1,104
181,6,1040195,1382200721,1,104
182,11,1040195,1383001003,1,105
183,13,1040195,1384212811,1,105
184,15,1040195,1384700332,1,105
185,17,1040195,1385085948,1,100
186,5,1040196,1381777531,1,102
187,6,1040196,1382378890,1,97
188,11,1040196,1383153442,1,100
189,13,1040196,1384369200,1,91.5
190,15,1040196,1384805228,1,95
191,17,1040196,1385311782,1,0
192,5,1040197,1381729396,1,100
193,6,1040197,0,1,0
194,11,1040197,0,1,0
195,13,1040197,0,1,0
196,15,1040197,0,1,0
197,17,1040197,0,1,0
198,5,1040198,1385354398,1,104
199,6,1040198,0,1,0
200,11,1040198,0,1,0
201,13,1040198,0,1,0
202,15,1040198,0,1,0
203,17,1040198,0,1,0
204,5,1040199,1381347127,1,104
205,6,1040199,1381710099,1,104
206,11,1040199,1382289307,1,105
207,13,1040199,1383774960,1,105
208,15,1040199,1384206827,1,105
209,17,1040199,1384688160,1,100
210,5,1040200,1381742964,1,100
211,6,1040200,0,1,0
212,11,1040200,0,1,0
213,13,1040200,0,1,0
214,15,1040200,0,1,0
215,17,1040200,0,1,0
216,5,1040201,1381389080,1,104
217,6,1040201,1382334020,1,97
218,11,1040201,1382334457,1,100
219,13,1040201,1383366668,1,100
220,15,1040201,1384937992,1,100
221,17,1040201,1385438399,1,100
222,5,1040202,1381785177,1,100
223,6,1040202,1382366437,1,100
224,11,1040202,1382987354,1,72
225,13,1040202,1384115933,1,94
226,15,1040202,1384790862,1,100
227,17,1040202,1384792589,1,100
228,5,1040203,1380861096,1,104
229,6,1040203,1381453496,1,95
230,11,1040203,1382056288,1,100
231,13,1040203,0,1,0
232,15,1040203,0,1,0
233,17,1040203,0,1,0
234,5,1040204,1381324032,1,80.25
235,6,1040204,0,1,0
236,11,1040204,0,1,0
237,13,1040204,0,1,0
238,15,1040204,0,1,0
239,17,1040204,0,1,0
240,5,1040205,1381342336,1,100
241,6,1040205,0,1,0
242,11,1040205,0,1,0
243,13,1040205,0,1,0
244,15,1040205,0,1,0
245,17,1040205,0,1,0
246,5,1040206,1381734542,1,104
247,6,1040206,1382391863,1,81
248,11,1040206,1383147176,1,75
249,13,1040206,0,1,0
250,15,1040206,0,1,0
251,17,1040206,0,1,0
252,5,1040207,1381902439,1,100
253,6,1040207,0,1,0
254,11,1040207,1383134270,1,26
255,13,1040207,1384331793,1,83
256,15,1040207,1385513176,1,29
257,17,1040207,0,1,0
258,5,1040208,1381701759,1,92.47
259,6,1040208,1382388356,1,100
260,11,1040208,1382952075,1,100
261,13,1040208,1384079765,1,98.5
262,15,1040208,1384813973,1,100
263,17,1040208,1385370064,1,100
264,5,1040209,1380998859,1,104
265,6,1040209,1382041419,1,100
266,11,1040209,1383170457,1,64
267,13,1040209,1384207347,1,100
268,15,1040209,1384807393,1,100
269,17,1040209,1385411938,1,66.23
270,5,1040210,1382468869,1,100
271,6,1040210,0,1,0
272,11,1040210,0,1,0
273,13,1040210,0,1,0
274,15,1040210,0,1,0
275,17,1040210,0,1,0
276,5,1040211,1380973067,1,104
277,6,1040211,1382402494,1,100
278,11,1040211,1382982259,1,97
279,13,1040211,1384178625,1,100
280,15,1040211,1384225609,1,100
281,17,1040211,1385393181,1,100
282,5,1040212,1381650559,1,104
283,6,1040212,1381937072,1,102
284,11,1040212,1382457450,1,103.57
285,13,1040212,1383774226,1,105
286,15,1040212,1384793989,1,100
287,17,1040212,1385375531,1,100
288,5,1040213,1381751558,1,100
289,6,1040213,1382457941,1,100
290,11,1040213,0,1,0
291,13,1040213,1384206385,1,63.66
292,15,1040213,0,1,0
293,17,1040213,0,1,0
294,5,1040214,1381777779,1,100
295,6,1040214,0,1,0
296,11,1040214,0,1,0
297,13,1040214,0,1,0
298,15,1040214,0,1,0
299,17,1040214,0,1,0
300,5,1040215,1381670518,1,100
301,6,1040215,0,1,0
302,11,1040215,0,1,0
303,13,1040215,0,1,0
304,15,1040215,0,1,0
305,17,1040215,0,1,0
306,5,1040216,1381790954,1,100
307,6,1040216,0,1,0
308,11,1040216,0,1,0
309,13,1040216,0,1,0
310,15,1040216,0,1,0
311,17,1040216,0,1,0
312,5,1040217,1381074630,1,104
313,6,1040217,1381781623,1,101.75
314,11,1040217,0,1,0
315,13,1040217,0,1,0
316,15,1040217,0,1,0
317,17,1040217,0,1,0
318,5,1040218,1381407545,1,104
319,6,1040218,1382444298,1,81
320,11,1040218,1383043424,1,86
321,13,1040218,1384049167,1,100
322,15,1040218,1384983140,1,100
323,17,1040218,1385262047,1,100
324,5,1040219,1381027660,1,100
325,6,1040219,0,1,0
326,11,1040219,0,1,0
327,13,1040219,0,1,0
328,15,1040219,0,1,0
329,17,1040219,0,1,0
330,5,1040220,1381729223,1,104
331,6,1040220,1382313483,1,100
332,11,1040220,1382921761,1,100
333,13,1040220,1384140282,1,100
334,15,1040220,1384659106,1,100
335,17,1040220,1385332830,1,100
336,5,1040221,1381068026,1,104
337,6,1040221,1381682173,1,103.5
338,11,1040221,1382270643,1,100
339,13,1040221,1383683920,1,105
340,15,1040221,1384810610,1,105
341,17,1040221,0,1,0
342,5,1040222,1381272591,1,104
343,6,1040222,1382416465,1,100
344,11,1040222,1382998689,1,100
345,13,1040222,1384191798,1,100
346,15,1040222,1384765578,1,100
347,17,1040222,1385420161,1,100
348,5,1040223,1381338438,1,100
349,6,1040223,1382392730,1,95
350,11,1040223,0,1,0
351,13,1040223,0,1,0
352,15,1040223,0,1,0
353,17,1040223,0,1,0
354,5,1040224,1381653461,1,104
355,6,1040224,1382276229,1,103.25
356,11,1040224,1382949274,1,102.14
357,13,1040224,1384139857,1,105
358,15,1040224,1384800878,1,78
359,17,1040224,1385394170,1,96.03
360,5,1040225,1381657651,1,100
361,6,1040225,1382370792,1,100
362,11,1040225,1383145282,1,41
363,13,1040225,0,1,0
364,15,1040225,0,1,0
365,17,1040225,0,1,0
366,5,1040226,1386356344,1,104
367,6,1040226,0,1,0
368,11,1040226,0,1,0
369,13,1040226,0,1,0
370,15,1040226,0,1,0
371,17,1040226,0,1,0
372,5,1040227,1381771278,1,104
373,6,1040227,1382396251,1,102
374,11,1040227,1382986258,1,100
375,13,1040227,1384159319,1,105
376,15,1040227,0,1,0
377,17,1040227,0,1,0
378,5,1040228,1381616228,1,104
379,6,1040228,1381615679,1,95
380,11,1040228,0,1,0
381,13,1040228,0,1,0
382,15,1040228,0,1,0
383,17,1040228,0,1,0
384,5,1040229,1381808241,1,104
385,6,1040229,0,1,0
386,11,1040229,0,1,0
387,13,1040229,0,1,0
388,15,1040229,0,1,0
389,17,1040229,0,1,0
390,5,1040230,1381033276,1,104
391,6,1040230,0,1,0
392,11,1040230,0,1,0
393,13,1040230,0,1,0
394,15,1040230,0,1,0
395,17,1040230,0,1,0
396,5,1040231,1381689315,1,100
397,6,1040231,0,1,0
398,11,1040231,0,1,0
399,13,1040231,0,1,0
400,15,1040231,0,1,0
401,17,1040231,0,1,0
402,5,1040232,1381776991,1,104
403,6,1040232,1381783354,1,103.33
404,11,1040232,0,1,0
405,13,1040232,0,1,0
406,15,1040232,0,1,0
407,17,1040232,0,1,0
408,5,1040233,1381607650,1,104
409,6,1040233,1381720651,1,104
410,11,1040233,0,1,0
411,13,1040233,0,1,0
412,15,1040233,0,1,0
413,17,1040233,0,1,0
414,5,1040234,1381767908,1,63.5
415,6,1040234,0,1,0
416,11,1040234,0,1,0
417,13,1040234,0,1,0
418,15,1040234,0,1,0
419,17,1040234,0,1,0
420,5,1040235,1381187852,1,104
421,6,1040235,1382283670,1,100
422,11,1040235,1382899468,1,97
423,13,1040235,1383865924,1,100
424,15,1040235,1384649778,1,100
425,17,1040235,1384994438,1,100
426,5,1040236,1381768258,1,104
427,6,1040236,1382639013,1,78
428,11,1040236,1382639125,1,100
429,13,1040236,0,1,0
430,15,1040236,0,1,0
431,17,1040236,0,1,0
432,5,1040237,1381088730,1,104
433,6,1040237,1382026973,1,97
434,11,1040237,1382651901,1,100
435,13,1040237,0,1,0
436,15,1040237,0,1,0
437,17,1040237,0,1,0
438,5,1040238,1381564684,1,100
439,6,1040238,1382371094,1,101.25
440,11,1040238,1382978038,1,100
441,13,1040238,1384197833,1,100
442,15,1040238,1384749533,1,100
443,17,1040238,1385415203,1,88.08
444,5,1040239,1381543800,1,100
445,6,1040239,1382223513,1,96
446,11,1040239,1382850755,1,97
447,13,1040239,1384067136,1,85.5
448,15,1040239,1384642764,1,100
449,17,1040239,1385246769,1,100
450,5,1040240,1381330913,1,104
451,6,1040240,0,1,0
452,11,1040240,0,1,0
453,13,1040240,0,1,0
454,15,1040240,0,1,0
455,17,1040240,0,1,0
456,5,1040241,1381939421,1,100
457,6,1040241,1382552909,1,97
458,11,1040241,1383151842,1,98
459,13,1040241,1384337621,1,100
460,15,1040241,1384782220,1,100
461,17,1040241,1385398838,1,100
462,5,1040242,1381787232,1,103.6
463,6,1040242,1382388191,1,83
464,11,1040242,0,1,0
465,13,1040242,1384384182,1,100
466,15,1040242,1384810131,1,100
467,17,1040242,1385390501,1,87.42
468,5,1040243,1380990052,1,104
469,6,1040243,1381615126,1,100
470,11,1040243,1382543469,1,95
471,13,1040243,1384182375,1,105
472,15,1040243,1384429314,1,100
473,17,1040243,1384676393,1,100
474,5,1040244,1381587552,1,104
475,6,1040244,1382396146,1,100
476,11,1040244,1383128155,1,100
477,13,1040244,1384214214,1,105
478,15,1040244,1384783672,1,71
479,17,1040244,0,1,0
480,5,1040245,1381609551,1,104
481,6,1040245,1382300316,1,85
482,11,1040245,0,1,0
483,13,1040245,0,1,0
484,15,1040245,0,1,0
485,17,1040245,0,1,0
486,5,1040246,1381583004,1,104
487,6,1040246,1382561463,1,100
488,11,1040246,1383168205,1,100
489,13,1040246,1384201776,1,105
490,15,1040246,1384883367,1,34
491,17,1040246,0,1,0
492,5,1040247,1381783041,1,100
493,6,1040247,0,1,0
494,11,1040247,0,1,0
495,13,1040247,0,1,0
496,15,1040247,0,1,0
497,17,1040247,0,1,0
498,5,1040248,1381776222,1,0
499,6,1040248,0,1,0
500,11,1040248,0,1,0
501,13,1040248,0,1,0
502,15,1040248,0,1,0
503,17,1040248,0,1,0
504,5,1040249,1382121799,1,100
505,6,1040249,1382566265,1,100
506,11,1040249,1382976176,1,100
507,13,1040249,0,1,0
508,15,1040249,0,1,0
509,17,1040249,0,1,0
510,5,1040250,1381719877,1,94.81
511,6,1040250,1381720069,1,0
512,11,1040250,0,1,0
513,13,1040250,0,1,0
514,15,1040250,0,1,0
515,17,1040250,0,1,0
516,5,1040251,1381808336,1,100
517,6,1040251,0,1,0
518,11,1040251,0,1,0
519,13,1040251,0,1,0
520,15,1040251,0,1,0
521,17,1040251,0,1,0
522,5,1040252,1381788874,1,104
523,6,1040252,1382384179,1,103.33
524,11,1040252,1382996772,1,87
525,13,1040252,1384134657,1,100
526,15,1040252,1384716223,1,100
527,17,1040252,1385399682,1,100
528,5,1040253,1381319475,1,100
529,6,1040253,1382378864,1,70
530,11,1040253,1382984892,1,46
531,13,1040253,0,1,0
532,15,1040253,0,1,0
533,17,1040253,0,1,0
534,5,1040254,1381667690,1,100
535,6,1040254,0,1,0
536,11,1040254,0,1,0
537,13,1040254,0,1,0
538,15,1040254,0,1,0
539,17,1040254,0,1,0
540,5,1040255,1381301074,1,104
541,6,1040255,1382381242,1,100
542,11,1040255,0,1,0
543,13,1040255,0,1,0
544,15,1040255,0,1,0
545,17,1040255,0,1,0
546,5,1040256,1381726917,1,100
547,6,1040256,0,1,0
548,11,1040256,0,1,0
549,13,1040256,0,1,0
550,15,1040256,0,1,0
551,17,1040256,0,1,0
552,5,1040257,1381779494,1,100
553,6,1040257,1382388786,1,100
554,11,1040257,1382994592,1,0
555,13,1040257,0,1,0
556,15,1040257,0,1,0
557,17,1040257,0,1,0
558,5,1040258,1381563319,1,100
559,6,1040258,1382219362,1,100
560,11,1040258,1382907543,1,100
561,13,1040258,1384122822,1,88.5
562,15,1040258,0,1,0
563,17,1040258,0,1,0
564,5,1040259,1381491547,1,82.63
565,6,1040259,1382335736,1,84
566,11,1040259,0,1,0
567,13,1040259,0,1,0
568,15,1040259,0,1,0
569,17,1040259,0,1,0
570,5,1040260,1381005479,1,104
571,6,1040260,1381793253,1,104
572,11,1040260,1382224848,1,104.29
573,13,1040260,1383490942,1,105
574,15,1040260,1384032567,1,100
575,17,1040260,1384631439,1,100
576,5,1040261,1381413396,1,104
577,6,1040261,1382396104,1,101.79
578,11,1040261,1382998776,1,97.43
579,13,1040261,1384196794,1,105
580,15,1040261,1384796580,1,100
581,17,1040261,1385446222,1,100
582,5,1040262,1381694410,1,104
583,6,1040262,1382391141,1,100
584,11,1040262,1382986965,1,100
585,13,1040262,1384118536,1,105
586,15,1040262,1384655150,1,105
587,17,1040262,1385412914,1,100
588,5,1040263,1380964002,1,100
589,6,1040263,1381809704,1,100
590,11,1040263,1382250544,1,100
591,13,1040263,1384099309,1,100
592,15,1040263,1384704497,1,87
593,17,1040263,1385277599,1,0
594,5,1040264,1381706755,1,96.75
595,6,1040264,0,1,0
596,11,1040264,0,1,0
597,13,1040264,0,1,0
598,15,1040264,0,1,0
599,17,1040264,0,1,0
600,5,1040265,1381874903,1,100
601,6,1040265,0,1,0
602,11,1040265,0,1,0
603,13,1040265,0,1,0
604,15,1040265,0,1,0
605,17,1040265,0,1,0
606,5,1040266,1381768601,1,100
607,6,1040266,0,1,0
608,11,1040266,0,1,0
609,13,1040266,0,1,0
610,15,1040266,0,1,0
611,17,1040266,0,1,0
612,5,1040267,1381568774,1,100
613,6,1040267,0,1,0
614,11,1040267,0,1,0
615,13,1040267,0,1,0
616,15,1040267,0,1,0
617,17,1040267,0,1,0
618,5,1040268,1381952583,1,52
619,6,1040268,1381959058,1,0
620,11,1040268,0,1,0
621,13,1040268,0,1,0
622,15,1040268,0,1,0
623,17,1040268,0,1,0
624,5,1040269,1381787758,1,100
625,6,1040269,1382395964,1,97
626,11,1040269,1382982111,1,100
627,13,1040269,1384292800,1,100
628,15,1040269,1384902609,1,69
629,17,1040269,1385416686,1,66.23
630,5,1040270,1382319314,1,100
631,6,1040270,1386180042,1,27
632,11,1040270,0,1,0
633,13,1040270,0,1,0
634,15,1040270,0,1,0
635,17,1040270,0,1,0
636,5,1040271,1381533391,1,100
637,6,1040271,0,1,0
638,11,1040271,0,1,0
639,13,1040271,0,1,0
640,15,1040271,0,1,0
641,17,1040271,0,1,0
642,5,1040272,1385335536,1,100
643,6,1040272,0,1,0
644,11,1040272,0,1,0
645,13,1040272,0,1,0
646,15,1040272,0,1,0
647,17,1040272,0,1,0
648,5,1040273,1381200034,1,104
649,6,1040273,1382330351,1,97.75
650,11,1040273,1383157516,1,75
651,13,1040273,1384143402,1,92.5
652,15,1040273,0,1,0
653,17,1040273,0,1,0
654,5,1040274,1381690454,1,100
655,6,1040274,1382546641,1,35
656,11,1040274,0,1,0
657,13,1040274,0,1,0
658,15,1040274,0,1,0
659,17,1040274,0,1,0
660,5,1040275,1381772947,1,40.13
661,6,1040275,0,1,0
662,11,1040275,0,1,0
663,13,1040275,0,1,0
664,15,1040275,0,1,0
665,17,1040275,0,1,0
666,5,1040276,1381786702,1,104
667,6,1040276,1382393364,1,101.62
668,11,1040276,1383170024,1,85
669,13,1040276,1384384239,1,95.5
670,15,1040276,1384991692,1,43
671,17,1040276,1385407036,1,100
672,5,1040277,1381787899,1,104
673,6,1040277,1381787841,1,100
674,11,1040277,1382997570,1,100
675,13,1040277,1384213780,1,105
676,15,1040277,1384818650,1,0
677,17,1040277,1385416749,1,100
678,5,1040278,1380994930,1,104
679,6,1040278,1382037491,1,100
680,11,1040278,1382461865,1,100
681,13,1040278,1383496512,1,105
682,15,1040278,1384285159,1,100
683,17,1040278,1384974882,1,100
684,5,1040279,1381598238,1,100
685,6,1040279,1382258283,1,100
686,11,1040279,1382650313,1,100
687,13,1040279,0,1,0
688,15,1040279,0,1,0
689,17,1040279,0,1,0
690,5,1040280,1381412046,1,104
691,6,1040280,1382323480,1,100
692,11,1040280,1382972696,1,100
693,13,1040280,1384157428,1,105
694,15,1040280,1384854792,1,105
695,17,1040280,1384857412,1,100
696,5,1040281,1381789100,1,99.38
697,6,1040281,0,1,0
698,11,1040281,0,1,0
699,13,1040281,0,1,0
700,15,1040281,0,1,0
701,17,1040281,0,1,0
702,5,1040282,1381756488,1,104
703,6,1040282,1382383544,1,100
704,11,1040282,1382966837,1,100
705,13,1040282,1384177236,1,105
706,15,1040282,1384784028,1,100
707,17,1040282,1385431629,1,100
708,5,1040283,1383296180,1,90
709,6,1040283,0,1,0
710,11,1040283,0,1,0
711,13,1040283,0,1,0
712,15,1040283,0,1,0
713,17,1040283,0,1,0
714,5,1040284,1381602318,1,92.98
715,6,1040284,0,1,0
716,11,1040284,0,1,0
717,13,1040284,0,1,0
718,15,1040284,0,1,0
719,17,1040284,0,1,0
720,5,1040285,1381633512,1,91
721,6,1040285,0,1,0
722,11,1040285,0,1,0
723,13,1040285,0,1,0
724,15,1040285,0,1,0
725,17,1040285,0,1,0
726,5,1040286,1381676819,1,100
727,6,1040286,0,1,0
728,11,1040286,0,1,0
729,13,1040286,0,1,0
730,15,1040286,0,1,0
731,17,1040286,0,1,0
732,5,1040287,1381261371,1,100
733,6,1040287,1382510980,1,91
734,11,1040287,1382976724,1,82
735,13,1040287,1384163175,1,105
736,15,1040287,1384364548,1,100
737,17,1040287,0,1,0
738,5,1040288,1381740229,1,104
739,6,1040288,1382330071,1,104
740,11,1040288,1382990066,1,100
741,13,1040288,1384384866,1,85
742,15,1040288,0,1,0
743,17,1040288,0,1,0
744,5,1040289,1381494222,1,0
745,6,1040289,1381816636,1,100
746,11,1040289,1382095567,1,104.29
747,13,1040289,0,1,0
748,15,1040289,0,1,0
749,17,1040289,0,1,0
750,5,1040290,1382327766,1,0
751,6,1040290,0,1,0
752,11,1040290,0,1,0
753,13,1040290,0,1,0
754,15,1040290,0,1,0
755,17,1040290,0,1,0
756,5,1040291,1381096282,1,104
757,6,1040291,1381846111,1,104
758,11,1040291,1382892958,1,100
759,13,1040291,1384118578,1,100.5
760,15,1040291,1384118729,1,100
761,17,1040291,1385336746,1,100
762,5,1040292,1381079953,1,99.38
763,6,1040292,1381866780,1,100
764,11,1040292,0,1,0
765,13,1040292,0,1,0
766,15,1040292,0,1,0
767,17,1040292,0,1,0
768,5,1040293,1380921257,1,104
769,6,1040293,1381496415,1,100
770,11,1040293,1382972631,1,99
771,13,1040293,0,1,0
772,15,1040293,0,1,0
773,17,1040293,0,1,0
774,5,1040294,1381791666,1,94.64
775,6,1040294,0,1,0
776,11,1040294,0,1,0
777,13,1040294,0,1,0
778,15,1040294,0,1,0
779,17,1040294,0,1,0
780,5,1040295,1381779821,1,96.75
781,6,1040295,0,1,0
782,11,1040295,0,1,0
783,13,1040295,0,1,0
784,15,1040295,0,1,0
785,17,1040295,0,1,0
786,5,1040296,1381356482,1,104
787,6,1040296,1382390934,1,100
788,11,1040296,0,1,0
789,13,1040296,0,1,0
790,15,1040296,0,1,0
791,17,1040296,0,1,0
792,5,1040297,1380995761,1,104
793,6,1040297,1381674216,1,104
794,11,1040297,0,1,0
795,13,1040297,0,1,0
796,15,1040297,0,1,0
797,17,1040297,0,1,0
798,5,1040298,1381756297,1,100
799,6,1040298,1382016951,1,100
800,11,1040298,1382322561,1,100
801,13,1040298,1383876037,1,105
802,15,1040298,1384771570,1,100
803,17,1040298,1385350691,1,100
804,5,1040299,1381760482,1,100
805,6,1040299,1382318051,1,97
806,11,1040299,1383147309,1,85
807,13,1040299,1384383381,1,92.5
808,15,1040299,1384956695,1,96
809,17,1040299,1385563439,1,98.01
810,5,1040300,1381831202,1,100
811,6,1040300,0,1,0
812,11,1040300,0,1,0
813,13,1040300,0,1,0
814,15,1040300,0,1,0
815,17,1040300,0,1,0
816,5,1040301,1381583537,1,102
817,6,1040301,1381589828,1,0
818,11,1040301,0,1,0
819,13,1040301,0,1,0
820,15,1040301,0,1,0
821,17,1040301,0,1,0
822,5,1040302,1381548796,1,97.5
823,6,1040302,1382304394,1,100
824,11,1040302,1382933284,1,52
825,13,1040302,1384136232,1,94
826,15,1040302,1384740140,1,62
827,17,1040302,1385343020,1,96.03
828,5,1040303,1381061545,1,104
829,6,1040303,1381667055,1,97
830,11,1040303,1382208903,1,102
831,13,1040303,1383401402,1,105
832,15,1040303,1384098375,1,98
833,17,1040303,1385148079,1,100
834,5,1040304,1381772479,1,100
835,6,1040304,1382559456,1,97
836,11,1040304,0,1,0
837,13,1040304,0,1,0
838,15,1040304,0,1,0
839,17,1040304,0,1,0
840,5,1040305,1381617263,1,100
841,6,1040305,1382396449,1,100
842,11,1040305,1383096358,1,85
843,13,1040305,1383519638,1,100
844,15,1040305,1384619016,1,84.5
845,17,1040305,1384731363,1,90.73
846,5,1040306,1381775963,1,100
847,6,1040306,1382459838,1,94
848,11,1040306,1382979103,1,99
849,13,1040306,1384187314,1,100
850,15,1040306,1384789302,1,100
851,17,1040306,1385373313,1,100
852,5,1040307,1381964310,1,32
853,6,1040307,0,1,0
854,11,1040307,0,1,0
855,13,1040307,0,1,0
856,15,1040307,0,1,0
857,17,1040307,0,1,0
858,5,1040308,1381418130,1,104
859,6,1040308,1382234419,1,100
860,11,1040308,1382902985,1,100
861,13,1040308,1383881298,1,100
862,15,1040308,1384459720,1,100
863,17,1040308,1385054903,1,100
864,5,1040309,1381304983,1,104
865,6,1040309,1382377257,1,102
866,11,1040309,1382976026,1,100
867,13,1040309,1383933835,1,105
868,15,1040309,1384470370,1,105
869,17,1040309,1385366746,1,100
870,5,1040310,1381702977,1,104
871,6,1040310,1382377738,1,104
872,11,1040310,1382999091,1,104.29
873,13,1040310,1384200651,1,105
874,15,1040310,1384804160,1,100
875,17,1040310,1385375311,1,100
876,5,1040311,1381789967,1,99.38
877,6,1040311,1382335522,1,96
878,11,1040311,1382940797,1,87.67
