studentid,gender,agegroup,continent,background
1041178,M,25,North America,D
1041179,M,18,North America,B
1041180,M,25,North America,C
1041181,M,35,North America,B
1041182,M,25,Europe,B
1041183,F,35,Asia,C
1041184,M,25,Europe,B
1041185,M,25,North America,C
1041186,M,18,Europe,B
1041187,M,25,North America,B
1041188,F,25,Europe,B
1041189,M,65,North America,C
1041190,F,25,Asia,C
1041191,M,25,Europe,C
1041192,F,25,Africa,B
1041193,M,18,Europe,C
1041194,M,35,Europe,B
1041195,F,25,North America,D
1041196,M,35,Africa,C
1041197,M,25,North America,A
1041198,M,18,North America,A
1041199,F,25,Europe,D
1041200,M,18,Asia,B
1041201,M,18,North America,C
1041202,M,18,Asia,A
1041203,M,25,Asia,B
1041204,F,18,Europe,C
1041205,M,45,Europe,C
1041206,M,18,Europe,C
1041207,M,18,Europe,C
1041208,M,18,Unknown,A
1041209,M,25,Africa,C
1041210,M,18,North America,C
1041211,M,35,Asia,D
1041212,M,45,Africa,D
1041213,M,18,Europe,C
1041214,M,18,Africa,C
1041215,M,18,Africa,D
1041216,M,35,Europe,C
1041217,F,18,North America,B
1041218,F,18,North America,D
1041219,M,25,Unknown,B
1041220,M,25,Europe,C
1041221,M,18,Unknown,D
1041222,F,25,North America,C
1041223,M,0,North America,D
1041224,M,18,North America,D
1041225,M,25,Unknown,B
1041226,F,18,North America,B
1041227,M,35,Africa,C
1041228,M,18,North America,A
1041229,F,25,Asia,A
1041230,F,18,Europe,C
1041231,F,25,North America,C
1041232,M,25,Unknown,C
1041233,M,18,Unknown,B
1041234,M,45,North America,D
1041235,M,25,Unknown,B
1041236,M,18,North America,D
1041237,M,35,Asia,A
1041238,M,25,South America,A
1041239,M,18,Unknown,D
1041240,M,18,Australia,C
1041241,F,25,North America,D
1041242,M,55,Asia,A
1041243,M,25,Africa,C
1041244,M,18,North America,C
1041245,M,18,North America,A
1041246,M,18,Europe,D
1041247,F,25,Africa,A
1041248,M,18,Australia,A
1041249,M,35,Unknown,D
1041250,F,35,North America,A
1041251,M,25,North America,D
1041252,M,25,Europe,C
1041253,M,25,Unknown,D
1041254,M,18,Europe,D
1041255,M,25,North America,C
1041256,F,25,Africa,D
1041257,M,45,North America,B
1041258,M,25,Europe,A
1041259,M,25,Africa,C
1041260,M,25,North America,D
1041261,M,18,Africa,C
1041262,M,45,Asia,D
1041263,M,18,Asia,D
1041264,M,18,Asia,C
1041265,M,18,Unknown,B
1041266,F,45,Europe,C
1041267,M,35,Europe,C
1041268,M,18,Unknown,A
1041269,M,18,Asia,D
1041270,M,25,Asia,A
1041271,M,18,Europe,A
1041272,M,18,Asia,B
1041273,F,25,Asia,D
1041274,F,55,South America,D
1041275,M,18,North America,B
1041276,F,18,North America,A
1041277,M,18,Europe,B
1041278,M,25,Europe,B
1041279,M,25,North America,D
1041280,M,55,North America,C
1041281,M,18,North America,B
1041282,M,0,Unknown,C
1041283,F,25,Asia,D
1041284,F,18,North America,C
1041285,M,25,North America,A
1041286,M,18,Unknown,C
1041287,M,25,Asia,A
1041288,M,25,Europe,C
1041289,M,35,North America,D
1041290,M,25,Africa,D
1041291,M,55,Europe,C
1041292,M,45,Europe,C
1041293,M,18,Europe,A
1041294,M,18,Europe,C
1041295,M,18,Asia,C
1041296,M,18,Unknown,C
1041297,M,18,North America,D
1041298,F,18,Unknown,D
1041299,M,25,Asia,D
1041300,M,25,North America,D
1041301,M,25,Europe,B
1041302,M,25,North America,B
1041303,F,18,Africa,D
1041304,M,18,North America,A
1041305,M,18,Unknown,D
1041306,M,25,Europe,D
1041307,M,45,North America,D
1041308,M,35,North America,C
1041309,M,18,Europe,A
1041310,M,18,South America,C
1041311,M,18,North America,A
1041312,F,25,North America,C
1041313,M,25,Europe,C
1041314,M,18,Unknown,B
1041315,F,18,South America,D
1041316,M,45,Europe,A
1041317,M,18,Unknown,B
1041318,M,45,North America,D
1041319,M,45,North America,B
1041320,M,25,Asia,C
1041321,M,25,North America,D
1041322,M,18,Europe,D
1041323,F,45,Europe,D
1041324,M,18,North America,D
1041325,M,35,North America,D
1041326,M,25,Europe,A
1041327,M,25,Asia,B
1041328,M,35,Europe,C
1041329,F,25,North America,D
1041330,M,18,North America,A
1041331,M,18,Europe,A
1041332,M,18,North America,A
1041333,M,18,North America,B
1041334,M,18,North America,C
1041335,M,25,Europe,C
1041336,M,25,Unknown,A
1041337,M,25,North America,D
1041338,M,25,Europe,D
1041339,F,35,Africa,D
1041340,F,18,North America,B
1041341,F,25,Asia,D
1041342,M,35,North America,B
1041343,M,18,North America,C
1041344,F,18,Europe,C
1041345,M,25,North America,C
1041346,M,18,North America,C
1041347,M,18,Africa,D
1041348,M,25,North America,D
1041349,F,35,Europe,B
1041350,F,25,Europe,D
1041351,F,25,North America,C
1041352,M,18,Europe,C
1041353,F,45,North America,B
1041354,M,18,Africa,A
1041355,M,25,Unknown,D
1041356,M,25,North America,C
1041357,M,18,Unknown,C
1041358,M,25,North America,C
1041359,M,25,Unknown,C
1041360,M,35,Unknown,D
1041361,F,18,North America,D
1041362,M,45,Europe,B
1041363,F,18,Asia,C
1041364,F,25,North America,C
1041365,M,25,Asia,D
1041366,F,35,South America,C
1041367,M,25,Asia,D
1041368,M,25,Unknown,A
1041369,M,45,Asia,C
1041370,M,0,Europe,B
1041371,M,18,Unknown,C
1041372,M,35,North America,D
1041373,F,55,Europe,B
1041374,F,35,North America,C
1041375,M,35,Asia,B
1041376,M,25,Europe,D
1041377,M,25,Europe,B
1041378,M,18,Asia,C
1041379,F,18,Australia,B
1041380,M,25,North America,B
1041381,M,18,Asia,A
1041382,M,25,South America,B
1041383,M,25,Unknown,D
1041384,M,18,Asia,C
1041385,M,25,North America,C
1041386,M,35,North America,C
1041387,M,18,North America,C
1041388,F,25,Unknown,D
1041389,M,45,Europe,D
1041390,M,35,Africa,A
1041391,M,35,North America,C
1041392,M,25,North America,C
1041393,M,0,Europe,A
1041394,M,25,South America,B
1041395,M,18,North America,B
1041396,F,35,Unknown,C
1041397,M,35,North America,C
1041398,M,18,North America,A
1041399,M,45,North America,C
1041400,F,25,Europe,D
1041401,M,25,Unknown,A
1041402,F,18,Unknown,B
1041403,M,18,North America,C
1041404,M,35,Unknown,A
1041405,M,25,Europe,A
1041406,M,55,Africa,C
1041407,F,0,Asia,D
1041408,M,25,Europe,B
1041409,M,18,Asia,D
1041410,M,25,Asia,B
1041411,M,25,Europe,C
1041412,M,25,North America,D
1041413,M,45,Unknown,B
1041414,F,18,North America,C
1041415,M,25,North America,C
1041416,M,45,North America,D
1041417,M,35,Europe,C
1041418,M,35,North America,D
1041419,M,35,Unknown,D
1041420,M,25,North America,B
1041421,M,25,Europe,D
1041422,M,0,North America,C
1041423,M,18,Europe,D
1041424,M,18,North America,C
1041425,F,18,Unknown,C
1041426,F,25,Unknown,B
1041427,M,18,North America,D
1041428,M,25,North America,C
1041429,M,25,North America,D
1041430,M,55,South America,B
1041431,M,18,Europe,C
1041432,M,25,Unknown,D
1041433,M,25,North America,D
1041434,M,25,Africa,C
1041435,M,18,Asia,A
1041436,M,25,Europe,C
1041437,M,18,Africa,C
1041438,M,18,North America,D
1041439,F,0,Unknown,C
1041440,M,25,South America,C
1041441,M,25,North America,C
1041442,M,35,South America,C
1041443,M,18,Europe,A
1041444,M,25,North America,A
1041445,M,18,Europe,C
1041446,M,25,Unknown,D
1041447,F,35,Africa,A
1041448,F,25,Asia,A
1041449,F,35,North America,C
1041450,M,55,North America,B
1041451,M,35,North America,C
1041452,M,25,North America,C
1041453,M,25,North America,C
1041454,F,25,Asia,C
1041455,M,25,Europe,B
1041456,M,25,North America,C
1041457,M,25,Africa,C
1041458,M,25,Unknown,A
1041459,M,35,Unknown,D
1041460,M,25,North America,D
1041461,M,18,North America,C
1041462,M,25,Europe,A
1041463,M,25,Europe,D
1041464,M,35,Unknown,D
1041465,M,25,Europe,C
1041466,M,45,Africa,C
1041467,M,18,North America,D
1041468,M,18,Europe,D
1041469,M,45,Asia,B
1041470,M,25,North America,C
1041471,M,25,North America,B
1041472,M,18,Unknown,B
1041473,M,25,Unknown,A
1041474,F,25,Unknown,D
1041475,M,18,Unknown,C
1041476,M,18,Africa,B
1041477,M,25,Africa,A
1041478,M,25,Europe,C
1041479,M,25,North America,B
1041480,M,35,North America,D
1041481,M,35,North America,A
1041482,M,18,Unknown,D
1041483,M,25,South America,C
1041484,M,35,Asia,A
1041485,M,25,Unknown,C
1041486,M,25,Europe,B
1041487,M,25,North America,A
1041488,F,25,Unknown,D
1041489,F,25,Unknown,C
1041490,M,25,Asia,D
1041491,F,35,Unknown,C
1041492,M,25,Europe,D
1041493,M,35,Europe,C
1041494,M,18,Europe,C
1041495,M,18,Europe,B
1041496,M,18,North America,C
1041497,M,35,Europe,C
1041498,F,25,North America,D
1041499,M,18,Asia,D
1041500,M,0,Africa,A
1041501,M,65,Unknown,D
1041502,M,25,Europe,A
1041503,M,18,Europe,C
1041504,M,18,South America,D
1041505,F,25,South America,A
1041506,M,35,Africa,B
1041507,M,55,Asia,D
1041508,M,18,North America,C
1041509,M,25,Asia,B
1041510,M,35,South America,D
1041511,F,0,North America,B
1041512,M,18,Unknown,C
1041513,F,25,South America,D
1041514,F,35,Unknown,A
1041515,M,35,Unknown,C
1041516,M,25,North America,B
1041517,M,18,Europe,D
1041518,M,35,North America,D
1041519,M,25,Europe,C
1041520,F,18,North America,C
1041521,M,18,Australia,D
1041522,M,18,Asia,A
1041523,M,25,North America,C
1041524,M,18,Unknown,C
1041525,F,18,North America,C
1041526,M,25,Unknown,B
1041527,M,35,Asia,D
1041528,M,18,Australia,D
1041529,M,18,North America,D
1041530,M,25,South America,C
1041531,M,25,North America,C
1041532,M,25,South America,A
1041533,M,25,North America,B
1041534,M,35,North America,C
1041535,M,65,South America,B
1041536,M,18,North America,A
1041537,M,18,Europe,C
1041538,M,65,South America,B
1041539,M,18,Asia,C
1041540,M,25,North America,B
1041541,M,18,South America,A
1041542,M,18,Asia,B
1041543,M,45,North America,C
1041544,F,18,South America,C
1041545,M,18,Asia,C
1041546,M,25,North America,D
1041547,M,25,Unknown,B
1041548,M,25,North America,C
1041549,M,25,Europe,A
1041550,M,25,Europe,C
1041551,M,25,North America,A
1041552,F,25,South America,C
1041553,M,18,Africa,C
1041554,M,25,Unknown,D
1041555,M,35,North America,C
1041556,M,18,Europe,B
1041557,M,45,North America,C
1041558,F,25,North America,C
1041559,M,18,Europe,C
1041560,F,35,Europe,D
1041561,M,25,North America,A
1041562,M,18,North America,B
1041563,M,25,North America,A
1041564,M,25,Asia,C
1041565,M,25,Unknown,A
1041566,M,18,Unknown,D
1041567,F,25,South America,A
1041568,F,35,Unknown,D
1041569,M,55,North America,A
1041570,M,25,North America,A
1041571,F,25,Europe,B
1041572,F,45,North America,B
1041573,M,18,Unknown,A
1041574,M,25,Asia,C
1041575,M,25,North America,B
1041576,M,18,Unknown,C
1041577,M,25,Unknown,C
1041578,M,18,Unknown,C
1041579,M,25,Africa,D
1041580,F,18,Asia,D
1041581,M,35,Europe,A
1041582,F,35,Europe,D
1041583,M,18,South America,C
1041584,M,25,North America,A
1041585,F,18,Asia,D
1041586,M,18,Unknown,C
1041587,M,35,South America,C
1041588,M,18,North America,B
1041589,M,35,Unknown,A
1041590,F,25,Asia,A
1041591,M,18,North America,B
1041592,M,35,Europe,B
1041593,M,25,Europe,D
1041594,M,55,Europe,C
1041595,M,0,Unknown,A
1041596,M,18,North America,C
1041597,M,25,Europe,C
1041598,M,35,Asia,A
1041599,F,18,North America,A
1041600,M,25,Europe,B
1041601,F,25,North America,A
1041602,M,45,Unknown,C
1041603,F,25,North America,D
1041604,M,25,North America,D
1041605,M,35,Asia,C
1041606,M,45,North America,D
1041607,M,25,Africa,D
1041608,M,18,Unknown,B
1041609,M,25,Asia,D
1041610,M,18,Europe,D
1041611,M,25,Europe,D
1041612,F,25,Europe,A
1041613,F,35,South America,C
1041614,M,25,Unknown,B
1041615,M,35,Asia,C
1041616,M,25,North America,C
1041617,M,25,Asia,D
1041618,M,55,Europe,D
1041619,M,18,Europe,D
1041620,F,35,Unknown,C
1041621,M,25,Asia,C
1041622,M,25,Europe,A
1041623,M,18,Asia,B
1041624,M,35,Africa,B
1041625,M,35,North America,D
1041626,F,25,North America,C
1041627,M,35,Europe,B
1041628,M,18,North America,B
1041629,M,18,Europe,A
1041630,M,25,North America,D
1041631,M,25,Unknown,B
1041632,M,25,North America,A
1041633,F,25,Asia,C
1041634,M,18,Europe,D
1041635,M,18,Asia,C
1041636,M,25,North America,C
1041637,F,25,Unknown,C
1041638,M,25,Australia,A
1041639,M,25,Asia,A
1041640,M,35,South America,B
1041641,M,25,Europe,D
1041642,M,18,North America,B
1041643,M,25,Europe,B
1041644,M,25,Unknown,D
1041645,M,18,North America,C
1041646,F,18,Unknown,C
1041647,M,18,Unknown,C
1041648,F,55,Europe,C
1041649,M,18,South America,A
1041650,M,18,North America,A
1041651,M,25,North America,B
1041652,M,25,North America,A
1041653,M,55,North America,B
1041654,M,18,Unknown,A
1041655,M,35,Unknown,B
1041656,M,18,North America,D
1041657,M,18,Africa,A
1041658,F,35,Asia,A
1041659,M,35,North America,A
1041660,M,18,South America,D
1041661,M,35,North America,D
1041662,F,35,Europe,C
1041663,M,18,North America,A
1041664,F,25,Asia,C
1041665,M,25,Unknown,B
1041666,M,55,Asia,D
1041667,M,25,North America,A
1041668,M,25,Unknown,D
1041669,M,25,Africa,C
1041670,M,18,North America,C
1041671,M,18,North America,D
1041672,M,45,Europe,D
1041673,M,45,North America,C
1041674,M,45,Europe,D
1041675,M,55,Europe,B
1041676,M,25,North America,D
1041677,M,0,North America,C
1041678,M,35,North America,C
1041679,M,25,North America,D
1041680,M,25,Unknown,D
1041681,F,25,Europe,C
1041682,F,35,Europe,A
1041683,M,18,North America,B
1041684,M,18,Unknown,A
1041685,M,25,Europe,D
1041686,M,18,Unknown,D
1041687,M,25,North America,A
1041688,M,18,Europe,B
1041689,M,18,North America,C
1041690,M,25,North America,D
1041691,M,45,North America,A
1041692,M,25,Europe,D
1041693,M,25,Unknown,C
1041694,F,25,North America,C
1041695,M,18,Unknown,A
1041696,M,35,Unknown,C
1041697,M,25,Europe,B
1041698,M,18,Europe,D
1041699,F,25,Asia,B
1041700,M,25,Africa,B
1041701,M,18,Europe,C
1041702,M,18,Unknown,C
1041703,M,18,Africa,C
1041704,M,35,Unknown,C
1041705,M,25,Africa,A
1041706,M,18,North America,A
1041707,M,35,Europe,D
1041708,M,25,Europe,D
1041709,F,35,North America,A
1041710,M,18,Asia,D
1041711,M,18,Asia,D
1041712,M,18,North America,D
1041713,M,55,South America,C
1041714,M,35,Europe,C
1041715,M,18,North America,C
1041716,F,0,North America,B
1041717,M,55,Europe,B
1041718,M,18,Asia,C
1041719,M,18,North America,B
1041720,F,18,Unknown,B
1041721,F,18,Unknown,C
1041722,M,35,Europe,A
1041723,F,18,Europe,C
1041724,F,25,North America,D
1041725,M,25,Unknown,C
1041726,M,25,Europe,A
1041727,F,25,North America,D
1041728,M,0,Asia,C
1041729,M,35,Europe,A
1041730,F,25,North America,B
1041731,M,18,North America,C
1041732,M,18,Africa,B
1041733,F,45,Europe,B
1041734,F,25,Africa,C
1041735,M,35,Unknown,C
1041736,M,35,North America,D
1041737,M,25,Asia,B
1041738,F,18,North America,B
1041739,M,25,North America,B
1041740,M,18,Europe,D
1041741,F,35,Asia,D
1041742,M,18,North America,D
1041743,M,25,North America,A
1041744,M,35,North America,A
1041745,M,55,Unknown,A
1041746,M,35,North America,D
1041747,M,35,North America,C
1041748,F,18,Europe,C
1041749,M,25,North America,C
1041750,F,18,Europe,C
1041751,F,18,North America,C
1041752,M,18,Asia,C
1041753,M,45,Asia,D
1041754,M,25,North America,C
1041755,M,25,Europe,B
1041756,M,35,Europe,C
1041757,M,35,Africa,D
1041758,F,25,Asia,C
1041759,M,25,Asia,D
1041760,M,25,South America,D
1041761,F,25,Unknown,C
1041762,M,18,Africa,C
1041763,M,25,North America,C
1041764,M,0,South America,C
1041765,M,18,Unknown,D
1041766,M,18,Europe,A
1041767,M,18,Europe,D
1041768,M,25,Europe,D
1041769,M,25,North America,D
1041770,F,35,Asia,D
1041771,M,25,Asia,B
1041772,F,25,North America,A
1041773,M,0,North America,B
1041774,F,0,North America,D
1041775,M,25,Unknown,D
1041776,F,25,Europe,B
1041777,M,18,Asia,C
1041778,M,25,Unknown,B
1041779,M,35,Europe,A
1041780,M,18,North America,A
1041781,M,0,Europe,C
1041782,F,25,Europe,D
1041783,M,25,Europe,A
1041784,M,18,North America,C
1041785,M,18,North America,C
1041786,M,35,South America,B
1041787,M,18,Unknown,C
1041788,F,25,Asia,C
1041789,F,25,Unknown,C
1041790,M,25,South America,C
1041791,M,18,Asia,B
1041792,M,25,North America,A
1041793,M,45,Europe,D
1041794,F,25,North America,C
1041795,F,25,Unknown,D
1041796,M,35,Europe,A
1041797,M,18,Unknown,A
1041798,M,35,North America,C
1041799,M,25,Unknown,A
1041800,M,18,Europe,B
1041801,M,35,North America,B
1041802,M,35,North America,C
1041803,M,25,Unknown,C
1041804,M,0,Unknown,C
1041805,M,25,North America,B
1041806,F,18,North America,C
1041807,M,18,Asia,D
1041808,M,25,North America,C
1041809,M,18,Africa,B
1041810,F,35,North America,D
1041811,F,18,Asia,C
1041812,F,18,Africa,D
1041813,M,25,North America,A
1041814,M,18,Unknown,D
1041815,M,25,Unknown,B
1041816,F,18,Europe,B
1041817,M,18,Africa,A
1041818,M,35,Asia,A
1041819,M,18,Unknown,C
1041820,M,25,Unknown,D
1041821,M,25,Australia,C
1041822,M,25,North America,A
1041823,M,35,North America,A
1041824,M,25,Europe,C
1041825,M,18,North America,B
1041826,F,25,North America,C
1041827,M,45,North America,D
1041828,M,18,North America,A
1041829,M,18,Unknown,C
1041830,F,18,North America,C
1041831,M,35,Asia,A
1041832,M,25,Europe,D
1041833,M,25,North America,A
1041834,F,18,North America,D
1041835,M,18,North America,A
1041836,M,35,North America,B
1041837,M,35,North America,C
1041838,M,25,North America,D
1041839,M,25,South America,B
1041840,M,35,Unknown,D
1041841,M,25,Asia,B
1041842,M,25,Africa,C
1041843,F,18,Europe,C
1041844,M,35,North America,C
1041845,M,25,Europe,C
1041846,M,35,Asia,A
1041847,M,55,North America,C
1041848,M,35,Africa,B
1041849,M,25,Asia,B
1041850,M,18,Europe,D
1041851,M,35,Unknown,D
1041852,M,18,Europe,C
1041853,M,18,Asia,C
1041854,M,45,Africa,C
1041855,M,45,Europe,C
1041856,F,18,South America,C
1041857,M,25,North America,D
1041858,M,18,North America,C
1041859,F,18,North America,C
1041860,M,25,Asia,D
1041861,M,18,North America,B
1041862,M,18,Unknown,C
1041863,M,55,Unknown,C
1041864,F,25,Europe,C
1041865,M,18,North America,D
1041866,M,45,Europe,D
1041867,M,25,Africa,C
1041868,M,18,North America,D
1041869,M,25,Europe,C
1041870,M,55,Unknown,C
1041871,M,18,North America,C
1041872,F,18,Africa,C
1041873,M,18,North America,D
1041874,M,25,Europe,B
1041875,M,0,South America,D
1041876,M,25,North America,B
1041877,M,35,Unknown,A
1041878,M,35,North America,A
1041879,M,45,Europe,A
1041880,M,25,North America,C
1041881,M,18,North America,C
1041882,M,55,North America,A
1041883,F,18,Unknown,C
1041884,M,35,Europe,B
1041885,F,25,Unknown,C
1041886,M,55,Unknown,B
1041887,F,25,Asia,D
1041888,M,18,Asia,B
1041889,M,25,Unknown,C
1041890,M,25,Europe,C
1041891,F,0,Europe,B
1041892,M,25,Africa,D
1041893,M,25,Europe,B
1041894,F,35,Europe,C
1041895,M,25,North America,B
1041896,M,35,North America,D
1041897,M,25,North America,D
1041898,M,25,North America,D
1041899,F,18,Europe,A
1041900,M,35,Unknown,D
1041901,F,25,Unknown,B
1041902,M,25,Asia,C
1041903,F,25,Unknown,D
1041904,M,18,Africa,A
1041905,M,25,Unknown,C
1041906,M,35,Asia,B
1041907,M,25,Unknown,C
1041908,F,18,Africa,A
1041909,F,0,Europe,A
1041910,M,18,North America,C
1041911,M,25,Asia,D
1041912,F,25,North America,C
1041913,M,18,North America,C
1041914,F,35,Unknown,C
1041915,M,25,South America,D
1041916,M,25,Europe,A
1041917,M,18,North America,D
1041918,M,0,North America,D
1041919,F,25,South America,D
1041920,F,18,North America,A
1041921,M,18,Europe,D
1041922,M,35,Unknown,B
1041923,M,45,Europe,B
1041924,M,25,North America,C
1041925,M,35,Asia,A
1041926,M,0,South America,D
1041927,M,25,Europe,A
1041928,M,35,Europe,A
1041929,F,35,North America,C
1041930,M,18,Europe,A
1041931,M,18,North America,C
1041932,M,25,Europe,A
1041933,M,35,North America,B
1041934,F,65,South America,A
1041935,M,18,North America,C
1041936,M,55,Unknown,C
1041937,F,18,North America,A
1041938,M,18,Asia,C
1041939,M,25,Europe,B
1041940,M,25,North America,A
1041941,M,18,South America,A
1041942,M,18,North America,B
1041943,M,25,Europe,A
1041944,M,35,Asia,D
1041945,M,18,Asia,B
1041946,M,25,Asia,C
1041947,F,18,Europe,D
1041948,F,18,Unknown,C
1041949,M,25,North America,C
1041950,M,25,Asia,D
1041951,M,25,Asia,B
1041952,F,25,Africa,B
1041953,M,25,Europe,D
1041954,M,45,Europe,B
1041955,F,18,Europe,C
1041956,M,18,South America,A
1041957,M,25,North America,C
1041958,M,35,Europe,A
1041959,F,35,Asia,B
1041960,M,25,North America,C
1041961,M,25,North America,D
1041962,M,18,North America,C
1041963,M,35,Europe,D
1041964,M,18,North America,A
1041965,M,18,North America,A
1041966,M,18,North America,A
1041967,F,25,Unknown,B
1041968,M,18,Asia,A
1041969,M,25,Africa,A
1041970,M,0,Europe,C
1041971,M,25,Europe,A
1041972,M,25,North America,C
1041973,M,18,North America,A
1041974,M,18,Europe,D
1041975,M,18,South America,B
1041976,M,18,North America,B
1041977,M,25,Asia,C
1041978,F,35,Unknown,D
1041979,F,25,Europe,D
1041980,M,45,North America,A
1041981,M,25,North America,D
1041982,M,25,Unknown,B
1041983,M,35,North America,D
1041984,M,25,Europe,D
1041985,M,25,South America,C
1041986,M,18,Europe,B
1041987,F,25,North America,B
1041988,M,25,Africa,B
1041989,F,25,Europe,C
1041990,M,18,Asia,D
1041991,F,25,North America,C
1041992,M,35,South America,C
1041993,M,25,South America,B
1041994,M,25,Europe,B
1041995,M,18,North America,B
1041996,M,18,Europe,D
1041997,F,25,Europe,C
1041998,F,18,Unknown,D
1041999,M,25,Europe,D
1042000,M,0,North America,B
1042001,F,25,North America,A
1042002,M,18,North America,B
1042003,M,25,Unknown,D
1042004,F,18,Europe,A
1042005,M,25,South America,A
1042006,M,25,Unknown,C
1042007,F,25,Asia,B
1042008,F,25,Unknown,C
1042009,M,18,Europe,C
1042010,M,18,Unknown,A
1042011,F,25,North America,A
1042012,M,18,North America,C
1042013,F,65,Australia,C
1042014,M,25,Africa,D
1042015,F,35,Europe,D
1042016,M,25,Unknown,A
1042017,M,45,Europe,A
1042018,M,18,Asia,C
1042019,M,45,Africa,D
1042020,F,25,Europe,C
1042021,M,18,North America,D
1042022,M,25,Europe,B
1042023,M,18,Europe,B
1042024,M,18,North America,D
1042025,M,25,Europe,D
1042026,M,25,Europe,B
1042027,F,25,North America,C
1042028,F,25,Unknown,D
1042029,M,25,South America,B
1042030,F,18,North America,D
1042031,M,45,Asia,D
1042032,M,18,Europe,A
1042033,M,18,North America,B
1042034,M,25,North America,C
1042035,M,18,North America,C
1042036,M,18,North America,D
1042037,F,18,Europe,C
1042038,M,25,North America,D
1042039,M,35,Europe,A
1042040,M,25,North America,C
1042041,M,25,Unknown,D
1042042,M,25,Europe,A
1042043,M,18,North America,D
1042044,M,18,Asia,A
1042045,F,25,Asia,B
1042046,M,18,Asia,B
1042047,F,45,North America,C
1042048,F,35,North America,C
1042049,M,18,Africa,A
1042050,M,18,North America,C
1042051,M,45,Asia,D
1042052,M,18,Asia,B
1042053,M,25,Europe,D
1042054,M,18,Asia,C
1042055,M,35,Europe,D
1042056,M,25,Unknown,A
1042057,M,25,North America,C
1042058,M,18,Europe,D
1042059,M,45,North America,B
1042060,M,25,Asia,D
1042061,M,18,North America,C
1042062,M,18,Asia,D
1042063,M,25,Unknown,C
1042064,F,25,Asia,C
1042065,M,25,North America,B
1042066,M,25,North America,C
1042067,M,35,North America,C
1042068,M,25,Asia,C
1042069,M,35,Africa,C
1042070,M,25,Asia,B
1042071,M,18,Europe,A
1042072,M,35,Europe,B
1042073,M,18,North America,A
1042074,F,25,Europe,A
1042075,M,18,Asia,C
1042076,F,18,North America,C
1042077,M,35,Asia,B
1042078,M,25,Asia,C
1042079,M,25,Asia,C
1042080,M,18,Europe,B
1042081,F,25,Europe,C
1042082,M,25,South America,C
1042083,M,25,Europe,C
1042084,M,25,North America,D
1042085,F,45,Asia,C
1042086,M,45,North America,B
1042087,M,25,Unknown,D
1042088,M,25,North America,C
1042089,M,25,Asia,A
1042090,M,45,Unknown,C
1042091,M,25,North America,A
1042092,M,18,North America,B
1042093,F,18,North America,D
1042094,F,18,Asia,C
1042095,M,25,Asia,C
1042096,M,18,South America,A
1042097,F,25,Asia,C
1042098,M,18,Asia,C
1042099,M,18,Europe,A
1042100,M,35,Africa,D
1042101,M,55,North America,A
1042102,M,25,Europe,C
1042103,M,65,North America,A
1042104,M,18,Unknown,B
1042105,M,25,North America,C
1042106,M,18,Europe,A
1042107,M,18,Unknown,D
1042108,M,25,Asia,A
1042109,M,25,Unknown,B
1042110,M,18,North America,A
1042111,M,25,Africa,C
1042112,M,35,North America,D
1042113,M,25,North America,A
1042114,M,35,North America,D
1042115,M,35,Africa,C
1042116,M,25,North America,A
1042117,M,18,South America,A
1042118,M,25,Unknown,A
1042119,M,25,North America,A
1042120,M,55,Europe,D
1042121,M,35,North America,B
1042122,M,25,Europe,D
1042123,F,25,Asia,C
1042124,M,35,North America,B
1042125,M,35,Australia,A
1042126,M,35,North America,A
1042127,M,25,Europe,D
1042128,M,35,Europe,D
1042129,F,18,South America,B
1042130,M,25,Europe,C
1042131,M,18,Europe,A
1042132,M,25,North America,D
1042133,M,25,North America,C
1042134,M,35,Europe,C
1042135,M,25,Asia,A
1042136,M,25,North America,A
1042137,M,18,Unknown,A
1042138,F,18,Europe,C
1042139,M,35,Europe,A
1042140,M,18,Asia,C
1042141,F,18,Europe,A
1042142,M,25,North America,A
1042143,M,18,Europe,A
1042144,M,45,Europe,C
1042145,M,35,Europe,B
1042146,M,45,Asia,D
1042147,M,18,Africa,C
1042148,M,18,Unknown,C
1042149,F,55,Asia,C
1042150,F,25,North America,C
1042151,M,25,North America,C
1042152,M,18,Europe,C
1042153,F,18,North America,B
1042154,M,25,Asia,C
1042155,M,18,North America,D
1042156,F,18,Africa,A
1042157,M,55,Unknown,C
1042158,M,25,North America,D
1042159,F,25,Europe,A
1042160,M,35,Asia,D
1042161,M,55,Unknown,A
1042162,M,35,North America,C
1042163,M,35,North America,A
1042164,M,25,Asia,B
1042165,M,35,North America,A
1042166,M,18,Unknown,A
1042167,M,25,Africa,C
1042168,M,25,Australia,B
1042169,M,18,North America,C
1042170,M,18,Unknown,D
1042171,M,18,Unknown,A
1042172,M,35,North America,C
1042173,M,25,Unknown,C
1042174,M,25,North America,A
1042175,M,25,Asia,D
1042176,M,35,North America,B
1042177,M,0,Europe,D
1042178,M,35,North America,A
1042179,M,18,South America,D
1042180,M,25,Asia,C
1042181,M,55,Africa,C
1042182,M,25,Africa,D
1042183,M,25,Europe,D
1042184,M,25,Asia,B
1042185,M,18,Unknown,D
1042186,M,55,Australia,A
1042187,M,25,North America,C
1042188,F,25,Asia,C
1042189,M,35,North America,C
1042190,M,25,Unknown,D
1042191,M,25,North America,C
1042192,M,45,Europe,B
1042193,M,35,Europe,D
