studentid,gender,agegroup,continent,background
1042194,M,25,Europe,C
1042195,M,25,North America,B
1042196,M,18,North America,B
1042197,M,18,Asia,C
1042198,M,18,North America,A
1042199,M,18,Africa,A
1042200,M,25,Europe,B
1042201,F,25,Unknown,A
1042202,M,25,Unknown,C
1042203,F,25,North America,D
1042204,F,18,North America,C
1042205,M,18,Asia,C
1042206,M,25,North America,B
1042207,M,18,Europe,A
1042208,M,18,North America,B
1042209,M,25,Europe,C
1042210,M,18,North America,A
1042211,M,25,Africa,A
1042212,M,18,North America,D
1042213,M,35,Unknown,C
1042214,M,25,North America,A
1042215,M,25,Europe,A
1042216,F,18,North America,B
1042217,F,25,Europe,D
1042218,M,18,North America,B
1042219,M,25,Europe,C
1042220,M,25,Europe,D
1042221,M,18,Africa,C
1042222,M,18,Europe,A
1042223,M,25,Europe,C
1042224,M,25,North America,D
1042225,M,35,Africa,C
1042226,F,18,Europe,A
1042227,M,25,North America,D
1042228,M,25,Unknown,C
1042229,M,18,North America,C
1042230,M,25,Asia,A
1042231,M,25,South America,B
1042232,M,25,Unknown,D
1042233,M,18,Europe,D
1042234,M,25,North America,B
1042235,M,18,North America,B
1042236,M,18,Asia,A
1042237,M,0,Europe,B
1042238,M,18,Europe,D
1042239,M,35,North America,C
1042240,M,25,Asia,B
1042241,M,25,North America,A
1042242,M,25,Africa,C
1042243,M,25,Unknown,D
1042244,F,25,Unknown,A
1042245,M,25,Europe,D
1042246,M,25,Africa,D
1042247,F,35,North America,C
1042248,M,25,Europe,A
1042249,M,25,Europe,A
1042250,M,25,Asia,C
1042251,M,18,Europe,C
1042252,F,25,South America,C
1042253,F,18,South America,C
1042254,F,0,Europe,A
1042255,F,25,Unknown,D
1042256,F,35,Unknown,D
1042257,M,25,North America,C
1042258,F,45,North America,D
1042259,M,0,North America,A
1042260,M,18,Africa,C
1042261,F,25,North America,B
1042262,M,18,Europe,D
1042263,M,18,North America,B
1042264,M,25,Europe,B
1042265,M,25,Unknown,D
1042266,M,25,North America,B
1042267,F,25,Asia,C
1042268,M,25,Asia,B
1042269,M,45,North America,A
1042270,M,18,North America,D
1042271,M,18,Asia,B
1042272,M,25,North America,A
1042273,F,18,Europe,D
1042274,F,25,South America,B
1042275,M,25,North America,A
1042276,F,35,Europe,C
1042277,M,35,North America,D
1042278,M,25,Europe,D
1042279,M,35,Asia,A
1042280,M,18,Europe,A
1042281,F,35,Europe,D
1042282,M,18,Asia,D
1042283,F,18,Asia,C
1042284,F,18,Unknown,C
1042285,M,25,Unknown,D
1042286,F,18,Africa,B
1042287,M,18,Europe,C
1042288,M,35,Europe,C
1042289,M,55,Europe,D
1042290,M,25,Europe,C
1042291,M,25,Asia,D
1042292,M,18,North America,A
1042293,F,45,North America,D
1042294,M,25,Europe,D
1042295,M,18,North America,A
1042296,M,0,Asia,C
1042297,M,25,Unknown,C
1042298,M,18,Asia,C
1042299,M,25,North America,C
1042300,M,45,Asia,D
1042301,M,25,Europe,C
1042302,M,18,South America,A
1042303,M,18,Unknown,B
1042304,M,25,Europe,C
1042305,M,18,North America,C
1042306,M,18,North America,C
1042307,M,45,Africa,B
1042308,M,35,North America,A
1042309,F,25,North America,D
1042310,M,18,Africa,B
1042311,M,25,Europe,A
1042312,M,18,Europe,A
1042313,M,25,Africa,D
1042314,M,25,Africa,D
1042315,M,18,Asia,A
1042316,M,25,Asia,D
1042317,M,25,North America,C
1042318,M,25,Africa,A
1042319,F,25,North America,A
1042320,M,25,Europe,A
1042321,M,35,North America,D
1042322,M,18,Asia,D
1042323,F,25,Asia,B
1042324,F,18,Europe,B
1042325,M,18,North America,D
1042326,M,25,Europe,C
1042327,M,65,Europe,B
1042328,M,18,Europe,B
1042329,M,18,South America,D
1042330,M,35,South America,D
1042331,M,25,North America,B
1042332,M,18,Europe,C
1042333,M,35,North America,B
1042334,M,25,South America,D
1042335,F,25,Africa,B
1042336,M,25,Europe,B
1042337,M,18,Unknown,A
1042338,M,25,Unknown,C
1042339,M,18,Europe,D
1042340,M,25,North America,B
1042341,M,25,North America,C
1042342,F,25,North America,C
1042343,M,25,North America,C
1042344,M,25,Unknown,B
1042345,M,18,South America,B
1042346,M,25,Unknown,C
1042347,M,18,Asia,D
1042348,M,25,Asia,A
1042349,M,18,Africa,C
1042350,F,25,Unknown,C
1042351,M,18,South America,C
1042352,F,35,North America,A
1042353,M,25,Asia,B
1042354,M,25,Unknown,B
1042355,F,35,Asia,C
1042356,F,18,North America,D
1042357,F,0,Unknown,A
1042358,F,35,Europe,A
1042359,M,25,Unknown,C
1042360,M,18,Asia,C
1042361,M,45,Unknown,C
1042362,F,55,Unknown,D
1042363,M,25,Europe,A
1042364,M,25,Africa,C
1042365,M,35,Asia,D
1042366,M,25,Europe,D
1042367,M,25,North America,D
1042368,M,18,North America,A
1042369,F,18,Unknown,D
1042370,M,18,Europe,B
1042371,F,25,Africa,A
1042372,F,18,Unknown,C
1042373,M,45,South America,D
1042374,F,65,Asia,B
1042375,M,25,Asia,A
1042376,M,35,Africa,D
1042377,M,25,Asia,D
1042378,M,18,Europe,C
1042379,M,25,Unknown,B
1042380,M,35,North America,C
1042381,M,18,North America,D
1042382,F,0,North America,D
1042383,M,25,North America,A
1042384,M,35,North America,C
1042385,M,25,North America,B
1042386,M,18,North America,C
1042387,M,18,North America,D
1042388,M,25,Australia,B
1042389,M,25,Europe,A
1042390,M,25,Unknown,D
1042391,M,18,Asia,C
1042392,M,18,Asia,D
1042393,M,25,Unknown,D
1042394,M,18,North America,B
1042395,M,25,Asia,C
1042396,F,25,Unknown,D
1042397,M,25,North America,D
1042398,M,18,North America,C
1042399,M,45,Europe,D
1042400,M,35,North America,D
1042401,M,18,Europe,B
1042402,M,25,Unknown,C
1042403,M,25,Unknown,D
1042404,M,25,Asia,A
1042405,M,25,Asia,D
1042406,M,18,North America,D
1042407,M,18,Asia,B
1042408,F,18,North America,A
1042409,M,25,Unknown,D
1042410,M,25,Unknown,C
1042411,M,18,North America,C
1042412,M,18,North America,D
1042413,F,25,South America,C
1042414,M,18,North America,D
1042415,F,25,North America,D
1042416,M,18,South America,C
1042417,M,18,Africa,C
1042418,M,55,Unknown,D
1042419,M,18,Europe,C
1042420,M,25,North America,A
1042421,M,18,Europe,B
1042422,M,18,Europe,A
1042423,M,25,Europe,B
1042424,M,18,Europe,C
1042425,M,25,Europe,B
1042426,M,25,North America,A
1042427,M,18,North America,D
1042428,M,18,North America,D
1042429,F,18,Europe,A
1042430,M,25,Australia,D
1042431,F,25,North America,A
1042432,F,18,Europe,D
1042433,M,35,Europe,A
1042434,F,25,Europe,D
1042435,M,25,North America,C
1042436,M,25,North America,A
1042437,M,0,North America,C
1042438,M,25,Europe,C
1042439,M,25,North America,B
1042440,M,0,Europe,D
1042441,F,25,Europe,B
1042442,F,45,North America,A
1042443,M,25,North America,C
1042444,M,25,Asia,A
1042445,M,18,Unknown,D
1042446,M,35,North America,D
1042447,M,25,North America,C
1042448,M,25,North America,C
1042449,M,25,North America,B
1042450,M,25,Africa,C
1042451,M,18,Asia,C
1042452,M,35,Europe,C
1042453,M,65,Europe,C
1042454,M,18,Europe,B
1042455,M,25,South America,B
1042456,M,55,Africa,D
1042457,F,18,Europe,B
1042458,M,35,Europe,C
1042459,F,25,Africa,B
1042460,M,35,North America,A
1042461,M,25,Unknown,C
1042462,F,25,Europe,C
1042463,M,25,North America,A
1042464,M,35,North America,A
1042465,F,18,North America,A
1042466,M,0,Europe,C
1042467,M,25,Europe,C
1042468,M,18,Europe,B
1042469,F,35,North America,A
1042470,F,25,Unknown,B
1042471,M,25,North America,B
1042472,M,18,Asia,A
1042473,M,35,North America,A
1042474,M,25,Asia,C
1042475,M,65,North America,C
1042476,M,25,North America,C
1042477,F,18,North America,D
1042478,M,25,North America,C
1042479,M,35,Asia,D
1042480,M,35,Africa,C
1042481,M,55,North America,B
1042482,M,45,North America,C
1042483,M,25,North America,A
1042484,F,18,Europe,B
1042485,M,25,Africa,D
1042486,M,25,Europe,D
1042487,M,18,Europe,D
1042488,M,18,Unknown,B
1042489,M,18,Unknown,A
1042490,M,18,Europe,B
1042491,F,35,North America,C
1042492,M,18,Africa,C
1042493,M,18,Africa,B
1042494,M,35,North America,C
1042495,M,18,North America,B
1042496,M,0,South America,D
1042497,M,18,North America,C
1042498,M,18,Europe,D
1042499,F,25,North America,D
1042500,F,35,Unknown,A
1042501,M,35,North America,A
1042502,M,25,Unknown,D
1042503,F,25,Asia,C
1042504,M,35,Europe,C
1042505,M,18,Asia,C
1042506,M,18,Asia,C
1042507,F,18,Unknown,D
1042508,M,25,Europe,C
1042509,M,45,Asia,D
1042510,M,25,North America,B
1042511,M,18,Unknown,B
1042512,M,25,Asia,C
1042513,M,18,North America,D
1042514,F,18,Europe,A
1042515,M,18,North America,C
1042516,M,25,Asia,C
1042517,M,25,North America,C
1042518,M,25,Unknown,B
1042519,M,25,North America,D
1042520,M,25,Unknown,C
1042521,M,25,Unknown,D
1042522,M,18,Europe,C
1042523,F,25,South America,B
1042524,F,25,Europe,B
1042525,M,18,North America,D
1042526,M,45,Unknown,A
1042527,M,18,Australia,C
1042528,M,45,Europe,B
1042529,M,18,North America,C
1042530,M,18,Asia,D
1042531,M,25,North America,C
1042532,F,18,North America,A
1042533,M,55,North America,D
1042534,M,18,North America,B
1042535,M,18,Europe,C
1042536,M,35,Europe,C
1042537,M,18,Europe,B
1042538,M,25,Unknown,B
1042539,F,18,Africa,C
1042540,M,18,North America,C
1042541,F,25,Europe,B
1042542,M,35,North America,B
1042543,M,18,Africa,C
1042544,M,25,Europe,B
1042545,M,25,North America,B
1042546,M,25,North America,D
1042547,M,45,Europe,D
1042548,F,45,Europe,C
1042549,M,18,Unknown,C
1042550,M,18,North America,A
1042551,F,18,Africa,A
1042552,F,35,Unknown,B
1042553,M,0,Europe,B
1042554,M,25,North America,A
1042555,F,18,Unknown,B
1042556,M,25,Asia,C
1042557,M,18,Asia,C
1042558,M,25,Asia,C
1042559,M,25,Asia,A
1042560,F,35,North America,D
1042561,F,18,Australia,B
1042562,M,35,Unknown,D
1042563,M,35,Unknown,B
1042564,M,18,North America,D
1042565,M,18,North America,B
1042566,F,25,Europe,C
1042567,F,0,Europe,D
1042568,M,35,Unknown,D
1042569,M,0,North America,A
1042570,M,25,Unknown,C
1042571,M,25,Africa,D
1042572,M,45,North America,D
1042573,M,25,North America,A
1042574,M,18,Africa,A
1042575,M,25,North America,C
1042576,M,45,Asia,D
1042577,F,25,Europe,A
1042578,M,25,Europe,C
1042579,F,18,Europe,A
1042580,M,18,North America,C
1042581,M,35,North America,D
1042582,M,25,Europe,C
1042583,M,18,North America,C
1042584,F,35,Asia,D
1042585,M,18,Asia,C
1042586,M,18,North America,B
1042587,M,18,South America,C
1042588,M,18,Unknown,B
1042589,M,25,South America,D
1042590,F,55,Europe,C
1042591,M,35,Europe,A
1042592,M,45,Asia,B
1042593,M,35,North America,C
1042594,M,25,Unknown,A
1042595,M,18,Asia,B
1042596,F,25,Europe,A
1042597,M,65,Asia,D
1042598,M,18,Asia,C
1042599,F,18,Africa,D
1042600,M,25,North America,D
1042601,M,18,North America,A
1042602,M,25,Unknown,C
1042603,M,45,Unknown,A
1042604,M,45,Unknown,C
1042605,M,35,Europe,D
1042606,M,25,Asia,A
1042607,M,25,Europe,D
1042608,M,25,Europe,A
1042609,M,18,North America,A
1042610,M,25,Unknown,A
1042611,M,18,Europe,B
1042612,M,18,Asia,C
1042613,F,25,Unknown,C
1042614,F,25,South America,C
1042615,M,25,Europe,D
1042616,M,18,Europe,B
1042617,M,45,North America,D
1042618,M,18,Asia,A
1042619,M,25,Asia,C
1042620,M,25,North America,A
1042621,M,18,Unknown,A
1042622,F,35,North America,A
1042623,M,18,Europe,C
1042624,M,55,North America,C
1042625,M,25,North America,D
1042626,M,35,Europe,C
1042627,M,0,Unknown,B
1042628,M,18,North America,C
1042629,M,25,North America,A
1042630,F,25,Europe,B
1042631,M,25,North America,C
1042632,M,35,Asia,A
1042633,M,18,Europe,C
1042634,M,18,Europe,D
1042635,M,45,Unknown,C
1042636,M,25,North America,D
1042637,M,18,Africa,C
1042638,M,25,Asia,A
1042639,M,25,Europe,D
1042640,M,25,Unknown,D
1042641,M,45,Unknown,C
1042642,F,25,Europe,C
1042643,M,25,Asia,D
1042644,M,18,North America,D
1042645,F,45,Europe,D
1042646,M,35,Unknown,C
1042647,M,18,Unknown,D
1042648,M,35,North America,C
1042649,M,18,Europe,D
1042650,M,25,Unknown,D
1042651,M,18,North America,A
1042652,M,18,Africa,B
1042653,M,18,Asia,C
1042654,M,25,Europe,A
1042655,M,25,Europe,D
1042656,F,25,Unknown,D
1042657,M,18,Europe,C
1042658,M,35,Europe,D
1042659,M,25,North America,A
1042660,M,18,Europe,A
1042661,F,25,Asia,C
1042662,M,25,Asia,D
1042663,F,25,Asia,C
1042664,M,25,Asia,B
1042665,M,25,Europe,B
1042666,M,18,North America,C
1042667,M,18,Europe,C
1042668,M,25,Africa,D
1042669,M,25,North America,C
1042670,M,18,North America,B
1042671,M,35,Asia,D
1042672,F,45,Unknown,A
1042673,M,25,Asia,B
1042674,F,35,Asia,C
1042675,M,18,North America,B
1042676,M,18,Unknown,C
1042677,M,35,Europe,B
1042678,F,18,Europe,D
1042679,F,25,North America,A
1042680,M,45,Africa,C
1042681,F,35,North America,C
1042682,M,18,Africa,A
1042683,M,25,North America,C
1042684,M,45,Asia,B
1042685,F,45,Europe,B
1042686,F,18,North America,C
1042687,M,25,North America,D
1042688,M,45,Europe,B
1042689,M,18,South America,B
1042690,M,25,Australia,C
1042691,M,25,North America,B
1042692,M,25,North America,D
1042693,M,25,South America,C
1042694,M,25,South America,D
1042695,M,18,Europe,C
1042696,M,45,North America,C
1042697,M,55,South America,A
1042698,M,18,North America,C
1042699,M,18,North America,C
1042700,M,18,Unknown,C
1042701,M,25,Europe,C
1042702,M,25,Europe,A
1042703,F,18,South America,A
1042704,M,25,Europe,C
1042705,M,35,North America,A
1042706,M,18,Europe,C
1042707,M,25,Europe,C
1042708,M,18,North America,C
1042709,M,25,Europe,B
1042710,M,25,Unknown,C
1042711,M,25,North America,D
1042712,M,18,Asia,A
1042713,M,18,Unknown,C
1042714,M,18,Africa,B
1042715,M,35,Europe,A
1042716,M,25,Unknown,C
1042717,M,35,Unknown,A
1042718,F,18,North America,C
1042719,M,25,North America,A
1042720,F,25,North America,B
1042721,F,55,Africa,A
1042722,M,25,Europe,A
1042723,M,25,North America,D
1042724,M,25,Europe,D
1042725,M,25,Europe,C
1042726,M,25,South America,C
1042727,F,18,North America,D
1042728,M,55,Europe,B
1042729,F,25,Africa,B
1042730,M,0,Europe,D
1042731,F,55,North America,C
1042732,M,25,Asia,A
1042733,M,25,Australia,A
1042734,M,18,North America,D
1042735,F,35,Europe,B
1042736,F,35,Asia,C
1042737,M,25,Europe,C
1042738,F,25,North America,A
1042739,M,25,Europe,D
1042740,M,25,North America,D
1042741,F,18,Unknown,B
1042742,M,18,Europe,D
1042743,F,35,Africa,D
1042744,M,25,Asia,C
1042745,M,25,Asia,C
1042746,M,45,Unknown,C
1042747,M,45,South America,B
1042748,M,25,Europe,C
1042749,M,25,Unknown,C
1042750,M,18,Asia,B
1042751,M,35,North America,C
1042752,M,35,South America,A
1042753,F,18,Unknown,A
1042754,M,35,Europe,B
1042755,M,0,Europe,B
1042756,M,35,Asia,C
1042757,F,18,North America,A
1042758,M,25,Europe,B
1042759,M,35,North America,D
1042760,M,25,Unknown,A
1042761,M,18,South America,D
1042762,M,25,Unknown,D
1042763,M,35,Europe,C
1042764,F,18,Asia,C
1042765,M,18,North America,D
1042766,M,25,South America,A
1042767,M,25,Africa,A
1042768,F,25,Africa,A
1042769,M,25,Unknown,D
1042770,M,25,Europe,D
1042771,M,25,Africa,B
1042772,M,25,Unknown,C
1042773,M,25,Unknown,B
1042774,M,0,Africa,C
1042775,M,45,North America,C
1042776,M,25,Europe,C
1042777,M,18,North America,C
1042778,M,25,North America,B
1042779,M,25,South America,D
1042780,M,25,Unknown,C
1042781,M,25,Africa,D
1042782,M,35,Europe,D
1042783,M,18,South America,D
1042784,M,25,Europe,A
1042785,F,25,North America,C
1042786,F,25,North America,C
1042787,M,25,Asia,D
1042788,M,18,Unknown,B
1042789,M,0,Europe,D
1042790,M,35,Europe,B
1042791,M,25,Asia,A
1042792,F,18,North America,C
1042793,F,18,South America,C
1042794,F,25,Asia,C
1042795,M,25,Africa,A
1042796,M,25,Africa,C
1042797,M,18,South America,C
1042798,M,18,Europe,B
1042799,M,25,Europe,C
1042800,M,25,North America,C
1042801,M,18,North America,C
1042802,M,35,North America,D
1042803,F,35,Europe,A
1042804,M,25,North America,B
1042805,M,18,Unknown,A
1042806,M,45,North America,C
1042807,M,18,North America,C
1042808,M,35,North America,B
1042809,M,35,Unknown,C
1042810,F,18,Unknown,C
1042811,M,25,North America,C
1042812,M,18,North America,C
1042813,M,25,Europe,C
1042814,M,25,Europe,D
1042815,M,35,Asia,C
1042816,M,25,Europe,C
1042817,M,25,Europe,C
1042818,M,25,Europe,A
1042819,M,25,North America,C
1042820,F,25,Asia,C
1042821,F,25,North America,D
1042822,F,45,Unknown,A
1042823,M,35,Europe,B
1042824,M,25,Asia,D
1042825,F,25,Europe,C
1042826,M,45,North America,B
1042827,M,45,Europe,C
1042828,M,45,North America,D
1042829,M,25,North America,A
1042830,F,25,Asia,C
1042831,M,25,Unknown,B
1042832,M,25,Asia,A
1042833,M,18,North America,A
1042834,M,18,Europe,D
1042835,M,18,North America,B
1042836,M,18,Unknown,D
1042837,M,18,Asia,D
1042838,M,45,Unknown,A
1042839,M,25,Africa,D
1042840,M,25,North America,B
1042841,M,18,Asia,C
1042842,M,18,Africa,A
1042843,M,18,Africa,B
1042844,M,25,North America,C
1042845,M,18,North America,A
1042846,M,18,Europe,C
1042847,M,35,Europe,B
1042848,M,55,North America,D
1042849,F,0,Unknown,A
1042850,M,18,North America,D
1042851,M,35,Unknown,C
1042852,M,25,North America,B
1042853,M,18,South America,B
1042854,M,18,North America,D
1042855,M,18,Europe,B
1042856,M,18,Europe,B
1042857,M,25,Europe,C
1042858,M,35,Europe,C
1042859,M,25,Asia,C
1042860,M,18,Unknown,C
1042861,M,45,North America,C
1042862,M,55,Asia,C
1042863,F,25,Europe,D
1042864,M,35,Asia,C
1042865,M,18,Africa,D
1042866,F,18,North America,B
1042867,M,18,North America,C
1042868,F,35,Europe,D
1042869,M,25,Europe,A
1042870,M,25,North America,B
1042871,M,25,North America,A
1042872,M,35,Unknown,B
1042873,M,18,North America,C
1042874,F,25,Africa,D
1042875,M,25,North America,D
1042876,M,35,Africa,B
1042877,M,18,Europe,A
1042878,M,35,Unknown,A
1042879,M,25,North America,C
1042880,M,25,Europe,C
1042881,M,25,Europe,C
1042882,M,25,Europe,A
1042883,F,25,North America,D
1042884,F,35,Unknown,B
1042885,M,35,Africa,B
1042886,M,25,North America,A
1042887,F,25,North America,C
1042888,M,25,North America,A
1042889,F,25,Unknown,C
1042890,M,25,Asia,C
1042891,M,25,North America,B
1042892,F,18,Europe,C
1042893,M,0,Africa,D
1042894,M,18,North America,A
1042895,M,25,Europe,A
1042896,M,25,North America,C
1042897,M,25,Asia,C
1042898,M,25,Africa,D
1042899,M,25,Africa,D
1042900,F,45,South America,B
1042901,F,55,Europe,C
1042902,M,18,Europe,C
1042903,F,35,Europe,A
1042904,M,25,North America,D
1042905,F,35,Africa,B
1042906,F,18,Asia,B
1042907,M,25,South America,C
1042908,M,18,Europe,D
1042909,M,18,Africa,C
1042910,M,25,Africa,C
1042911,M,18,South America,C
1042912,M,18,North America,C
1042913,M,25,North America,D
1042914,M,25,Asia,C
1042915,M,45,North America,B
1042916,M,25,Asia,A
1042917,M,18,North America,C
1042918,M,45,Europe,B
1042919,M,25,Unknown,C
1042920,M,18,Asia,B
1042921,M,18,North America,D
1042922,M,18,North America,D
1042923,M,25,Europe,C
1042924,M,18,Unknown,D
1042925,M,25,North America,D
1042926,M,18,Africa,B
1042927,F,18,South America,A
1042928,M,25,Australia,D
1042929,M,18,Europe,C
1042930,M,25,North America,A
1042931,M,35,North America,C
1042932,M,18,Unknown,B
1042933,F,18,Unknown,C
1042934,M,25,Europe,D
1042935,M,25,Asia,D
1042936,M,18,Asia,C
1042937,M,25,Asia,D
1042938,M,25,Africa,B
1042939,M,25,North America,D
1042940,M,55,Africa,B
1042941,M,18,Unknown,B
1042942,M,18,Africa,C
1042943,M,18,North America,A
1042944,F,25,Europe,C
1042945,F,0,North America,A
1042946,F,65,Unknown,D
1042947,M,18,North America,C
1042948,M,25,Europe,C
1042949,M,18,Africa,A
1042950,M,25,Africa,A
1042951,M,35,Unknown,A
1042952,M,35,Europe,A
1042953,M,18,Africa,C
1042954,M,25,Asia,C
1042955,M,25,Africa,B
1042956,M,18,Europe,B
1042957,F,18,Europe,C
1042958,M,18,North America,C
1042959,M,25,Unknown,D
1042960,M,25,Unknown,D
1042961,M,18,Unknown,D
1042962,F,35,Europe,C
1042963,M,25,Asia,C
1042964,F,45,Asia,C
1042965,F,25,Europe,B
1042966,M,35,South America,D
1042967,M,25,Africa,B
1042968,M,25,North America,D
1042969,M,18,North America,A
1042970,M,25,South America,C
1042971,M,18,Africa,B
1042972,M,35,Unknown,B
1042973,M,55,South America,D
1042974,M,25,Africa,A
1042975,M,18,Unknown,A
1042976,F,25,South America,A
1042977,M,18,Europe,A
1042978,M,45,North America,C
1042979,M,35,North America,D
1042980,M,25,Asia,C
1042981,M,18,Africa,B
1042982,M,18,Europe,C
1042983,M,18,North America,B
1042984,F,25,Asia,A
1042985,M,25,South America,C
1042986,F,25,Unknown,C
1042987,M,35,North America,B
1042988,F,18,North America,A
1042989,M,25,Asia,D
1042990,M,35,North America,B
1042991,M,35,South America,A
1042992,M,45,Europe,D
1042993,M,25,South America,A
1042994,F,18,North America,B
1042995,M,18,North America,B
1042996,M,25,North America,B
1042997,M,25,North America,D
1042998,M,45,Asia,C
1042999,M,55,South America,B
1043000,F,25,Unknown,C
1043001,M,18,Unknown,D
1043002,M,18,Africa,B
1043003,M,25,Unknown,C
1043004,M,25,Europe,C
1043005,M,18,Europe,D
1043006,F,25,Europe,C
1043007,M,45,North America,B
1043008,M,18,North America,C
1043009,M,25,North America,A
1043010,M,18,Unknown,B
1043011,M,25,South America,B
1043012,M,25,Europe,C
1043013,F,18,South America,A
1043014,M,25,Unknown,D
1043015,M,0,North America,A
1043016,M,25,North America,A
1043017,M,25,Asia,A
1043018,M,25,Unknown,C
1043019,F,25,North America,D
1043020,M,18,Europe,C
1043021,M,25,Africa,B
1043022,M,35,South America,D
1043023,M,18,Unknown,C
1043024,F,25,Asia,D
1043025,M,25,Europe,D
1043026,M,25,North America,D
1043027,M,35,Europe,C
1043028,M,35,Unknown,C
1043029,F,18,Unknown,C
1043030,M,25,North America,D
1043031,M,18,North America,A
1043032,M,35,Unknown,B
1043033,M,0,Asia,C
1043034,M,25,Unknown,B
1043035,F,35,North America,B
1043036,M,18,North America,C
1043037,M,25,North America,C
1043038,M,18,North America,D
1043039,M,45,North America,C
1043040,M,18,Europe,D
1043041,M,18,Asia,D
1043042,M,25,North America,B
1043043,M,18,Europe,C
1043044,M,25,Europe,B
1043045,F,18,Africa,C
1043046,M,25,North America,A
1043047,M,35,Asia,C
1043048,M,35,South America,D
1043049,M,18,North America,C
1043050,M,45,Asia,A
1043051,M,55,Europe,C
1043052,M,25,North America,C
1043053,M,18,Europe,A
1043054,M,25,Europe,A
1043055,M,25,Europe,A
1043056,M,18,Unknown,D
1043057,M,25,North America,B
1043058,M,18,Europe,C
1043059,M,45,Unknown,B
1043060,F,18,North America,B
1043061,M,25,Asia,D
1043062,M,45,Unknown,A
1043063,F,65,Unknown,D
1043064,M,25,North America,C
1043065,M,18,Unknown,A
1043066,F,18,Asia,C
1043067,M,18,North America,A
1043068,M,25,Asia,C
1043069,M,25,North America,B
1043070,M,18,North America,C
1043071,M,0,Asia,A
1043072,M,45,North America,B
1043073,F,35,Unknown,D
1043074,M,25,North America,C
1043075,F,25,South America,A
1043076,M,35,Africa,D
1043077,M,25,Asia,A
1043078,F,25,Unknown,C
1043079,M,25,Asia,C
1043080,M,18,Asia,C
1043081,M,18,North America,D
1043082,M,18,North America,C
1043083,M,25,North America,B
1043084,F,25,North America,C
1043085,M,18,Unknown,B
1043086,M,25,Australia,B
1043087,M,18,Asia,C
1043088,M,35,Unknown,C
1043089,M,35,Asia,A
1043090,M,45,Unknown,B
1043091,M,25,Europe,A
1043092,M,35,Australia,C
1043093,M,18,Asia,A
1043094,M,18,North America,C
1043095,M,25,North America,C
1043096,M,25,North America,D
1043097,M,35,Unknown,B
1043098,M,18,Asia,D
1043099,M,18,Asia,D
1043100,M,35,Asia,A
1043101,F,18,Europe,D
1043102,M,35,Asia,B
1043103,M,18,North America,D
1043104,M,25,Asia,D
1043105,M,25,North America,C
1043106,M,25,North America,C
1043107,M,25,Unknown,C
1043108,M,25,North America,D
1043109,M,25,Europe,D
1043110,M,25,North America,C
1043111,M,18,Unknown,C
1043112,M,25,Unknown,C
1043113,F,25,Europe,D
1043114,M,25,Unknown,D
1043115,M,35,North America,C
1043116,M,25,North America,A
1043117,M,35,South America,D
1043118,M,45,Asia,C
1043119,M,18,Asia,B
1043120,M,25,Africa,A
1043121,F,35,Asia,D
1043122,M,25,North America,D
1043123,M,25,Unknown,D
1043124,M,25,Africa,C
1043125,M,25,Unknown,C
1043126,M,25,North America,B
1043127,F,25,Africa,A
1043128,M,25,North America,D
1043129,M,55,South America,D
1043130,F,35,North America,A
1043131,M,18,Unknown,B
1043132,M,18,Asia,B
1043133,M,18,Africa,C
1043134,M,18,Europe,A
1043135,M,35,Africa,D
1043136,M,35,Asia,D
1043137,M,18,North America,B
1043138,M,18,Asia,A
1043139,M,45,Unknown,C
1043140,F,55,North America,A
1043141,M,35,South America,C
1043142,M,25,Asia,A
1043143,M,25,Europe,C
1043144,F,25,Africa,B
1043145,M,25,Asia,D
1043146,M,18,North America,A
1043147,M,25,Asia,A
1043148,M,18,North America,A
1043149,M,45,Unknown,B
1043150,M,25,Europe,A
1043151,M,25,Europe,C
1043152,F,18,Europe,C
1043153,F,35,Unknown,B
1043154,M,25,North America,A
1043155,M,35,Africa,C
1043156,M,18,Unknown,C
1043157,M,35,Europe,C
1043158,F,18,Unknown,A
1043159,M,35,Asia,B
1043160,M,35,North America,C
1043161,M,18,Unknown,D
1043162,M,25,Unknown,D
1043163,F,18,North America,C
1043164,F,18,Unknown,D
1043165,M,18,South America,C
1043166,M,18,Unknown,B
1043167,F,45,Europe,C
1043168,M,18,Africa,D
1043169,F,18,Unknown,C
1043170,M,35,North America,A
1043171,M,35,Asia,A
1043172,M,18,North America,A
1043173,M,35,North America,D
1043174,M,25,Unknown,C
1043175,F,18,Asia,C
1043176,M,18,North America,A
1043177,M,18,Europe,C
1043178,M,25,Asia,B
1043179,M,25,North America,A
1043180,M,45,North America,A
1043181,M,18,Europe,B
1043182,M,35,Unknown,C
1043183,F,18,Unknown,A
1043184,M,55,Europe,C
1043185,M,18,North America,A
1043186,M,35,South America,A
1043187,F,25,North America,A
1043188,M,45,Europe,B
1043189,M,25,Asia,C
1043190,F,18,Africa,B
1043191,M,25,Unknown,D
1043192,F,18,Europe,B
1043193,M,18,North America,A
1043194,M,25,Unknown,C
1043195,F,18,Europe,C
1043196,M,18,North America,A
1043197,M,18,North America,B
1043198,M,25,Africa,A
1043199,M,18,Unknown,A
1043200,M,18,Europe,B
1043201,M,25,North America,D
1043202,M,18,Europe,A
1043203,M,25,North America,D
1043204,M,18,North America,A
1043205,F,25,North America,C
1043206,M,25,Unknown,C
