ROW,HW,STUDENTID,TIMESTAMP,SUBMISSION,SCORE
0,5,0,0,1,82
1,6,0,0,1,2
2,11,0,0,1,0
3,13,0,0,1,0
4,15,0,0,1,0
5,17,0,0,1,0
6,5,1,0,1,96
7,6,1,0,1,89
8,11,1,0,1,43
9,13,1,0,1,8
10,15,1,0,1,2
11,17,1,0,1,1
12,5,2,0,1,95
13,6,2,0,1,93
14,11,2,0,1,86
15,13,2,0,1,91
16,15,2,0,1,48
17,17,2,0,1,50
18,5,3,0,1,103
19,6,3,0,1,100
20,11,3,0,1,99
21,13,3,0,1,101
22,15,3,0,1,99
23,17,3,0,1,99
